fraud_id,transaction_id,fraud_type,risk_score,detected_date,investigation_status,loss_amount
FRD0000340,TXN000004028,Phishing,85,2024-02-09,Open,69529.93
FRD0000341,TXN000001986,Card Skimming,86,2024-03-07,Confirmed Fraud,21390.09
FRD0000342,TXN000009504,UPI Scam,64,2024-07-21,Confirmed Fraud,75820.27
FRD0000343,TXN000007193,Card Skimming,64,2025-11-10,Closed,22227.44
FRD0000344,TXN000006136,Phishing,68,2025-06-02,In Progress,35154.98
FRD0000345,TXN000002678,Account Takeover,88,2024-12-15,Closed,81485.7
FRD0000346,TXN000000895,Identity Theft,70,2025-03-21,In Progress,24803.53
FRD0000347,TXN000007093,Identity Theft,96,2024-04-22,Confirmed Fraud,30409.51
FRD0000348,TXN000007696,Card Skimming,66,2024-05-23,Confirmed Fraud,1651.12
FRD0000349,TXN000008961,Account Takeover,61,2026-04-14,Closed,13411.95
FRD0000350,TXN000008139,Identity Theft,59,2025-11-17,False Positive,23457.38
FRD0000351,TXN000000402,Card Skimming,58,2024-11-07,False Positive,21643.93
FRD0000352,TXN000001838,Card Skimming,57,2024-07-30,Open,6247.92
FRD0000353,TXN000001475,UPI Scam,88,2025-07-01,Confirmed Fraud,13546.71
FRD0000354,TXN000008030,UPI Scam,74,2024-10-23,Open,71239.87
FRD0000355,TXN000008694,Identity Theft,74,2024-06-30,Confirmed Fraud,30678.31
FRD0000356,TXN000008807,UPI Scam,61,2025-04-01,False Positive,16984.45
FRD0000357,TXN000009611,Suspicious High Value Transfer,89,2026-05-11,Closed,53489.15
FRD0000358,TXN000006084,Card Skimming,89,2025-01-29,Open,50430.57
FRD0000359,TXN000003264,Account Takeover,93,2024-03-07,False Positive,42103.32
FRD0000360,TXN000000646,Phishing,55,2025-04-13,Confirmed Fraud,3423.12
FRD0000361,TXN000000276,Card Skimming,91,2024-07-07,False Positive,100186.16
FRD0000362,TXN000008664,Card Skimming,89,2026-02-18,Confirmed Fraud,21300.52
FRD0000363,TXN000001236,Suspicious High Value Transfer,66,2025-05-15,False Positive,1392.69
FRD0000364,TXN000004965,Identity Theft,82,2025-07-09,In Progress,12702.72
FRD0000365,TXN000006620,Identity Theft,67,2025-08-22,False Positive,22623.6
FRD0000366,TXN000003383,Identity Theft,97,2024-12-14,Closed,32450.75
FRD0000367,TXN000006540,UPI Scam,74,2025-01-06,Confirmed Fraud,12606.5
FRD0000368,TXN000005515,UPI Scam,80,2026-02-25,Confirmed Fraud,61414.98
FRD0000369,TXN000009120,Identity Theft,92,2024-05-31,False Positive,88052.58
FRD0000370,TXN000009903,UPI Scam,88,2025-11-28,Confirmed Fraud,14642.13
FRD0000371,TXN000006107,Account Takeover,93,2026-04-09,In Progress,83259.66
FRD0000372,TXN000000547,Phishing,98,2026-03-26,Closed,55031.27
FRD0000373,TXN000007614,Account Takeover,89,2025-11-04,In Progress,20597.12
FRD0000374,TXN000002382,Phishing,91,2026-02-27,Confirmed Fraud,30318.08
FRD0000375,TXN000004937,Account Takeover,69,2025-08-22,Open,15268.75
FRD0000376,TXN000006362,UPI Scam,80,2026-05-11,Confirmed Fraud,131412.5
FRD0000377,TXN000006812,UPI Scam,83,2026-04-17,Open,13740.56
FRD0000378,TXN000004083,Identity Theft,85,2025-10-21,Closed,64184.77
FRD0000379,TXN000008570,Account Takeover,69,2025-03-05,Confirmed Fraud,54895.29
FRD0000380,TXN000009497,Suspicious High Value Transfer,60,2024-11-21,Closed,7776.17
FRD0000381,TXN000003326,Suspicious High Value Transfer,93,2024-05-07,Closed,43860.76
FRD0000382,TXN000007046,Account Takeover,78,2024-09-22,False Positive,74609.31
FRD0000383,TXN000004091,Identity Theft,90,2024-11-04,Open,54650.82
FRD0000384,TXN000003808,Account Takeover,72,2024-10-07,Open,3026.46
FRD0000385,TXN000003844,Identity Theft,61,2026-03-21,Confirmed Fraud,52859.58
FRD0000386,TXN000005114,UPI Scam,71,2026-04-27,Closed,72626.64
FRD0000387,TXN000004379,Card Skimming,89,2024-03-13,False Positive,25935.19
FRD0000388,TXN000003463,Phishing,58,2024-08-08,In Progress,23579.79
FRD0000389,TXN000009174,Card Skimming,99,2025-09-29,False Positive,97918.07
FRD0000390,TXN000005699,Account Takeover,79,2026-05-03,False Positive,11803.31
FRD0000391,TXN000004994,Card Skimming,83,2025-06-14,False Positive,109299.58
FRD0000392,TXN000003217,Account Takeover,56,2024-12-28,Open,14702.58
FRD0000393,TXN000009201,Suspicious High Value Transfer,89,2026-05-09,In Progress,10877.76
FRD0000394,TXN000004053,Phishing,76,2024-09-18,False Positive,19556.32
FRD0000395,TXN000009075,Account Takeover,88,2025-11-29,Confirmed Fraud,43809.4
FRD0000396,TXN000004333,UPI Scam,79,2024-10-12,Open,1056.99
FRD0000397,TXN000005005,Identity Theft,93,2025-09-24,False Positive,10668.25
FRD0000398,TXN000009122,Phishing,71,2024-01-16,Open,7013.74
FRD0000399,TXN000002470,Phishing,71,2025-04-16,False Positive,27464.04
FRD0000400,TXN000003452,Identity Theft,99,2025-04-12,Confirmed Fraud,54394.35
FRD0000401,TXN000005925,UPI Scam,78,2024-10-04,False Positive,81283.42
FRD0000402,TXN000007137,Account Takeover,69,2025-01-01,Open,49641.5
FRD0000403,TXN000005932,Identity Theft,61,2026-02-05,Open,1271.31
FRD0000404,TXN000006844,UPI Scam,71,2025-03-02,Confirmed Fraud,69708.2
FRD0000405,TXN000002650,UPI Scam,57,2025-09-04,In Progress,103781.43
FRD0000406,TXN000005569,Suspicious High Value Transfer,62,2026-01-05,In Progress,9148.7
FRD0000407,TXN000005033,Phishing,91,2025-09-27,In Progress,11225.94
FRD0000408,TXN000003471,UPI Scam,56,2024-12-07,Confirmed Fraud,27136.1
FRD0000409,TXN000004494,Phishing,77,2025-11-03,False Positive,82763.54
FRD0000410,TXN000000538,Suspicious High Value Transfer,64,2024-05-27,Closed,3716.67
FRD0000411,TXN000000746,Card Skimming,69,2026-04-03,Confirmed Fraud,11449.1
FRD0000412,TXN000000093,Account Takeover,77,2025-06-08,Open,67090.18
FRD0000413,TXN000006375,Card Skimming,92,2025-02-28,Open,46554.94
FRD0000414,TXN000008199,Suspicious High Value Transfer,68,2024-10-14,False Positive,22354.28
FRD0000415,TXN000002076,Phishing,64,2024-12-03,In Progress,14353.29
FRD0000416,TXN000004993,UPI Scam,63,2026-03-08,Open,2079.71
FRD0000417,TXN000000615,Suspicious High Value Transfer,57,2024-07-04,Closed,23461.11
FRD0000418,TXN000005332,Suspicious High Value Transfer,69,2024-12-01,False Positive,61463.92
FRD0000419,TXN000009838,Phishing,73,2026-03-01,Closed,56448.84
FRD0000420,TXN000001478,Identity Theft,60,2024-08-23,Open,39619.23
FRD0000421,TXN000002947,Account Takeover,95,2024-10-09,Open,85600.58
FRD0000422,TXN000005613,Phishing,57,2024-01-09,Confirmed Fraud,6050.68
FRD0000423,TXN000008271,UPI Scam,94,2024-07-12,Closed,52245.24
FRD0000424,TXN000001272,Account Takeover,94,2024-07-04,Open,48262.1
FRD0000425,TXN000000805,Account Takeover,89,2025-10-29,In Progress,45140.81
FRD0000426,TXN000007714,Card Skimming,73,2024-05-25,Closed,4257.91
FRD0000427,TXN000000899,UPI Scam,67,2026-03-12,Closed,101197.17
FRD0000428,TXN000006652,Suspicious High Value Transfer,89,2025-05-20,Closed,16191.61
FRD0000429,TXN000007391,UPI Scam,97,2024-02-25,False Positive,17249.95
FRD0000430,TXN000005356,Card Skimming,60,2024-03-03,Confirmed Fraud,37274.05
FRD0000431,TXN000003061,Card Skimming,65,2025-07-14,Confirmed Fraud,25188.52
FRD0000432,TXN000004548,Card Skimming,98,2025-11-15,Closed,31382.72
FRD0000433,TXN000004134,UPI Scam,74,2024-05-13,Confirmed Fraud,111750.71
FRD0000434,TXN000000508,Card Skimming,67,2026-04-16,Confirmed Fraud,51130.48
FRD0000435,TXN000000029,Suspicious High Value Transfer,61,2025-12-19,In Progress,15989.65
FRD0000436,TXN000007978,Suspicious High Value Transfer,66,2024-08-09,Confirmed Fraud,2003.79
FRD0000437,TXN000009308,Card Skimming,67,2026-02-05,Closed,72785.65
FRD0000438,TXN000008016,UPI Scam,62,2024-01-12,Open,78834.43
FRD0000439,TXN000009322,Card Skimming,98,2026-01-11,In Progress,11390.65
FRD0000440,TXN000001672,Account Takeover,56,2024-09-14,False Positive,12304.43
FRD0000441,TXN000002572,Suspicious High Value Transfer,92,2024-10-09,Closed,2897.6
FRD0000442,TXN000001268,Suspicious High Value Transfer,55,2025-07-13,In Progress,3075.91
FRD0000443,TXN000006113,Phishing,79,2025-02-04,Closed,26162.55
FRD0000444,TXN000003291,Phishing,59,2025-07-17,Closed,48059.36
FRD0000445,TXN000004679,Phishing,69,2025-10-10,False Positive,13094.7
FRD0000446,TXN000002596,Suspicious High Value Transfer,82,2025-01-01,Open,102381.07
FRD0000447,TXN000001453,UPI Scam,79,2025-07-02,In Progress,11056.29
FRD0000448,TXN000005453,Phishing,75,2025-07-10,In Progress,51273.74
FRD0000449,TXN000001252,Card Skimming,78,2025-03-13,Closed,6749.13
FRD0000450,TXN000009624,Identity Theft,95,2025-06-07,Open,91224.29
FRD0000451,TXN000006925,UPI Scam,75,2024-11-12,In Progress,30754.72
FRD0000452,TXN000003023,UPI Scam,80,2026-03-25,False Positive,53706.5
FRD0000453,TXN000004641,Suspicious High Value Transfer,71,2025-03-06,Confirmed Fraud,21082.44
FRD0000454,TXN000004859,Phishing,69,2026-04-27,False Positive,23803.25
FRD0000455,TXN000006616,Identity Theft,84,2024-02-02,Open,89832.79
FRD0000456,TXN000002309,Suspicious High Value Transfer,74,2025-03-14,Closed,27393.84
FRD0000457,TXN000006401,Suspicious High Value Transfer,96,2024-01-03,Closed,50937.79
FRD0000458,TXN000002318,Identity Theft,63,2026-04-04,Open,31444.18
FRD0000459,TXN000008183,Identity Theft,61,2025-05-29,Open,16974.94
FRD0000460,TXN000007887,Account Takeover,93,2024-06-23,In Progress,33604.22
FRD0000461,TXN000004475,Card Skimming,67,2024-06-06,Confirmed Fraud,70013.79
FRD0000462,TXN000009096,Identity Theft,57,2025-07-15,Confirmed Fraud,10762.07
FRD0000463,TXN000004597,Suspicious High Value Transfer,97,2024-03-09,In Progress,55364.12
FRD0000464,TXN000004034,Phishing,79,2025-05-20,In Progress,21144.45
FRD0000465,TXN000005728,Identity Theft,88,2024-12-31,Closed,22002.94
FRD0000466,TXN000000008,UPI Scam,77,2024-09-30,Open,58424.42
FRD0000467,TXN000009894,Card Skimming,86,2024-12-11,In Progress,67872.13
FRD0000468,TXN000001919,UPI Scam,60,2025-07-25,False Positive,62706.63
FRD0000469,TXN000002860,Identity Theft,63,2026-04-04,Confirmed Fraud,17527.66
FRD0000470,TXN000006963,Identity Theft,86,2024-12-03,False Positive,87306.45
FRD0000471,TXN000001673,UPI Scam,97,2024-09-26,In Progress,42709.0
FRD0000472,TXN000001029,UPI Scam,85,2025-07-03,Closed,4638.44
FRD0000473,TXN000001437,Suspicious High Value Transfer,79,2024-05-24,Open,73065.78
FRD0000474,TXN000000249,UPI Scam,72,2024-10-25,Open,32191.02
FRD0000475,TXN000009000,Account Takeover,94,2024-11-21,In Progress,102621.93
FRD0000476,TXN000007074,Identity Theft,67,2026-03-20,Closed,46136.45
FRD0000477,TXN000008535,Account Takeover,61,2025-05-02,In Progress,9725.99
FRD0000478,TXN000000474,UPI Scam,69,2025-10-02,Confirmed Fraud,13673.73
FRD0000479,TXN000006842,Account Takeover,87,2024-11-10,Closed,46286.49
FRD0000480,TXN000007513,Suspicious High Value Transfer,68,2025-11-01,Closed,37708.51
FRD0000481,TXN000009681,Phishing,75,2024-03-06,Confirmed Fraud,92093.33
FRD0000482,TXN000003526,UPI Scam,77,2024-02-04,Open,19830.35
FRD0000483,TXN000002927,Identity Theft,67,2025-10-10,Open,71262.68
FRD0000484,TXN000008650,Phishing,86,2025-04-02,Closed,7886.59
FRD0000485,TXN000009652,UPI Scam,92,2024-09-01,Closed,59747.26
FRD0000486,TXN000001067,Identity Theft,83,2025-07-18,In Progress,11201.28
FRD0000487,TXN000003271,Account Takeover,71,2024-05-08,Open,33113.26
FRD0000488,TXN000006381,Identity Theft,62,2025-10-24,Confirmed Fraud,14878.92
FRD0000489,TXN000009209,Identity Theft,98,2024-09-18,Confirmed Fraud,41153.24
FRD0000490,TXN000003200,UPI Scam,68,2025-12-21,Confirmed Fraud,34929.91
FRD0000491,TXN000000540,Suspicious High Value Transfer,78,2024-02-15,Closed,12237.33
FRD0000492,TXN000006228,UPI Scam,75,2024-12-06,False Positive,2988.76
FRD0000493,TXN000000060,Identity Theft,97,2024-07-29,Open,50464.18
FRD0000494,TXN000003593,Phishing,60,2024-03-30,Open,49563.38
FRD0000495,TXN000007115,UPI Scam,74,2024-11-24,False Positive,52620.37
FRD0000496,TXN000004720,Phishing,80,2024-06-18,Confirmed Fraud,58289.77
FRD0000497,TXN000009119,Account Takeover,82,2025-05-07,False Positive,878.56
FRD0000498,TXN000003665,Account Takeover,77,2025-02-15,False Positive,15950.72
FRD0000499,TXN000006774,Account Takeover,92,2025-06-22,Closed,73044.51
FRD0000500,TXN000006736,Card Skimming,58,2025-05-10,In Progress,32255.38
FRD0000501,TXN000008862,Identity Theft,86,2025-06-16,Closed,71661.99
FRD0000502,TXN000005761,Account Takeover,68,2025-04-07,Closed,16963.85
FRD0000503,TXN000006588,Card Skimming,67,2026-01-26,Closed,29436.01
FRD0000504,TXN000002521,Phishing,59,2025-08-22,Closed,2776.79
FRD0000505,TXN000002240,Account Takeover,84,2024-08-15,Confirmed Fraud,2435.36
FRD0000506,TXN000000697,Account Takeover,71,2025-05-05,False Positive,115958.85
FRD0000507,TXN000008219,Suspicious High Value Transfer,60,2025-12-21,False Positive,9826.18
FRD0000508,TXN000002637,UPI Scam,80,2026-02-28,False Positive,127350.56
FRD0000509,TXN000000546,UPI Scam,95,2024-08-10,Open,50652.49
FRD0000510,TXN000009706,Account Takeover,95,2025-11-30,Open,68295.12
FRD0000511,TXN000009137,UPI Scam,76,2024-07-28,Open,43240.37
FRD0000512,TXN000005671,Suspicious High Value Transfer,62,2025-04-30,Confirmed Fraud,43708.99
FRD0000513,TXN000007444,Account Takeover,62,2025-11-24,In Progress,71046.62
FRD0000514,TXN000009391,Identity Theft,81,2024-05-11,False Positive,19461.16
FRD0000515,TXN000004705,Account Takeover,90,2025-01-28,False Positive,122675.04
FRD0000516,TXN000007020,Suspicious High Value Transfer,99,2025-07-28,Confirmed Fraud,11140.05
FRD0000517,TXN000009363,Phishing,95,2025-09-05,In Progress,55863.94
FRD0000518,TXN000009245,Card Skimming,69,2024-11-02,Open,39340.51
FRD0000519,TXN000006916,UPI Scam,70,2024-08-10,In Progress,57090.76
FRD0000520,TXN000000031,UPI Scam,80,2026-02-09,Closed,33795.62
FRD0000521,TXN000004175,Identity Theft,61,2026-05-07,In Progress,21309.73
FRD0000522,TXN000005827,Account Takeover,57,2025-11-30,Confirmed Fraud,84028.91
FRD0000523,TXN000006836,Suspicious High Value Transfer,67,2024-02-06,Confirmed Fraud,66183.8
FRD0000524,TXN000003054,Identity Theft,60,2026-01-31,Confirmed Fraud,7966.95
FRD0000525,TXN000003063,UPI Scam,57,2024-06-30,Closed,71248.64
FRD0000526,TXN000002342,Phishing,95,2024-10-17,Open,81137.79
FRD0000527,TXN000004956,Identity Theft,82,2025-09-10,Confirmed Fraud,42937.91
FRD0000528,TXN000009936,Card Skimming,75,2024-03-08,In Progress,16334.9
FRD0000529,TXN000008137,Suspicious High Value Transfer,96,2024-05-09,Confirmed Fraud,44811.03
FRD0000530,TXN000009686,UPI Scam,72,2024-05-04,Open,59262.36
FRD0000531,TXN000005872,Suspicious High Value Transfer,58,2025-09-15,Confirmed Fraud,16852.78
FRD0000532,TXN000002986,UPI Scam,72,2026-02-09,In Progress,45721.09
FRD0000533,TXN000004806,Phishing,98,2025-05-12,False Positive,114295.35
FRD0000534,TXN000008413,UPI Scam,64,2024-12-02,Open,41908.62
FRD0000535,TXN000000102,Card Skimming,84,2025-12-24,In Progress,61050.71
FRD0000536,TXN000000874,Suspicious High Value Transfer,72,2025-05-09,False Positive,138520.87
FRD0000537,TXN000002006,Identity Theft,87,2024-07-25,Open,18235.04
FRD0000538,TXN000001185,Suspicious High Value Transfer,79,2025-02-04,Closed,58213.54
FRD0000539,TXN000005581,Identity Theft,57,2025-04-22,Confirmed Fraud,36671.91
FRD0000540,TXN000002030,Identity Theft,72,2025-08-18,Confirmed Fraud,76958.74
FRD0000541,TXN000009156,Card Skimming,96,2025-07-21,In Progress,55004.87
FRD0000542,TXN000000246,Suspicious High Value Transfer,82,2025-02-25,Confirmed Fraud,15184.1
FRD0000543,TXN000002830,UPI Scam,66,2025-08-22,In Progress,45397.03
FRD0000544,TXN000003395,Account Takeover,60,2025-12-01,Confirmed Fraud,70569.09
FRD0000545,TXN000006546,Account Takeover,87,2026-04-08,Confirmed Fraud,14595.99
FRD0000546,TXN000006390,Identity Theft,96,2025-06-03,Closed,19068.57
FRD0000547,TXN000001754,Account Takeover,81,2026-04-13,In Progress,47971.96
FRD0000548,TXN000005144,Phishing,66,2025-03-08,Open,12154.22
FRD0000549,TXN000004324,Phishing,90,2024-10-26,In Progress,23724.55
FRD0000550,TXN000000683,UPI Scam,76,2024-03-31,In Progress,66531.45
FRD0000551,TXN000008021,Phishing,74,2024-02-03,In Progress,38263.23
FRD0000552,TXN000006617,Account Takeover,70,2024-05-23,Open,7692.05
FRD0000553,TXN000001691,Suspicious High Value Transfer,65,2025-10-14,Confirmed Fraud,28937.24
FRD0000554,TXN000003203,Identity Theft,67,2026-02-26,False Positive,52639.03
FRD0000555,TXN000001920,Identity Theft,73,2025-03-09,False Positive,17179.32
FRD0000556,TXN000004872,Card Skimming,61,2026-02-19,False Positive,35274.84
FRD0000557,TXN000009655,Identity Theft,71,2024-05-11,Open,47313.96
FRD0000558,TXN000007469,Suspicious High Value Transfer,63,2025-12-19,False Positive,64403.29
FRD0000559,TXN000006105,Card Skimming,98,2024-08-23,Open,101605.67
FRD0000560,TXN000003474,Card Skimming,56,2025-01-28,In Progress,24032.97
FRD0000561,TXN000008936,Identity Theft,89,2024-11-05,False Positive,11610.82
FRD0000562,TXN000003531,Card Skimming,65,2025-08-25,Closed,90882.97
FRD0000563,TXN000008080,Card Skimming,66,2025-02-07,Closed,47028.23
FRD0000564,TXN000005479,Phishing,74,2025-12-10,In Progress,53222.62
FRD0000565,TXN000008822,Identity Theft,87,2025-01-31,Confirmed Fraud,57959.34
FRD0000566,TXN000002537,Identity Theft,68,2026-05-23,Closed,40907.01
FRD0000567,TXN000009537,Phishing,86,2025-02-16,Open,84416.34
FRD0000568,TXN000007963,Identity Theft,62,2024-06-20,False Positive,23413.88
FRD0000569,TXN000006828,Card Skimming,81,2025-04-30,Open,17256.28
FRD0000570,TXN000000179,UPI Scam,95,2025-05-18,False Positive,80981.61
FRD0000571,TXN000002460,Identity Theft,68,2025-05-28,Confirmed Fraud,99418.39
FRD0000572,TXN000002885,Suspicious High Value Transfer,100,2024-11-05,Open,10069.37
FRD0000573,TXN000009909,Card Skimming,72,2025-02-03,In Progress,44859.19
FRD0000574,TXN000004723,Card Skimming,60,2025-12-27,Open,122682.32
FRD0000575,TXN000000441,Account Takeover,85,2025-06-13,Confirmed Fraud,71361.63
FRD0000576,TXN000006057,Card Skimming,70,2025-10-21,Confirmed Fraud,21212.32
FRD0000577,TXN000008649,Account Takeover,66,2025-12-17,False Positive,724.99
FRD0000578,TXN000003752,Card Skimming,65,2024-04-08,False Positive,63133.56
FRD0000579,TXN000002750,Suspicious High Value Transfer,62,2024-06-09,In Progress,9084.73
FRD0000580,TXN000001934,Identity Theft,71,2025-05-12,Confirmed Fraud,19015.19
FRD0000581,TXN000003031,Account Takeover,88,2025-07-23,Confirmed Fraud,28261.14
FRD0000582,TXN000008253,Account Takeover,58,2024-04-30,Confirmed Fraud,91586.73
FRD0000583,TXN000004897,Phishing,65,2024-12-20,Closed,5199.79
FRD0000584,TXN000005303,Identity Theft,88,2025-08-06,Open,94382.58
FRD0000585,TXN000004975,Phishing,92,2026-01-07,Open,10445.32
FRD0000586,TXN000005769,Suspicious High Value Transfer,67,2024-10-16,Confirmed Fraud,130423.98
FRD0000587,TXN000006651,Suspicious High Value Transfer,85,2024-02-01,Closed,18605.52
FRD0000588,TXN000006263,Phishing,67,2024-04-11,In Progress,3921.21
FRD0000589,TXN000006121,Phishing,61,2026-03-23,False Positive,33576.79
FRD0000590,TXN000001533,Identity Theft,86,2025-04-28,In Progress,24477.04
FRD0000591,TXN000002126,UPI Scam,59,2026-05-02,Confirmed Fraud,21113.1
FRD0000592,TXN000000134,UPI Scam,71,2024-08-11,Confirmed Fraud,87188.85
FRD0000593,TXN000001479,Identity Theft,88,2026-04-13,Closed,19966.62
FRD0000594,TXN000006826,Identity Theft,71,2026-05-10,In Progress,94327.67
FRD0000595,TXN000003871,Suspicious High Value Transfer,75,2024-12-03,Closed,88226.35
FRD0000596,TXN000009973,Phishing,94,2025-07-21,In Progress,11304.04
FRD0000597,TXN000003842,UPI Scam,73,2025-01-09,Closed,62373.14
FRD0000598,TXN000005946,Account Takeover,77,2025-01-20,Open,114650.61
FRD0000599,TXN000008486,Suspicious High Value Transfer,75,2025-11-04,False Positive,13649.09
FRD0000600,TXN000006438,Identity Theft,84,2026-03-13,Confirmed Fraud,23941.42
