ticket_id,customer_id,issue_type,priority,status,created_date,resolved_date,channel
TKT00000320,CUST000037,Fraud Complaint,Medium,Resolved,2025-12-19,2025-12-23,Mobile App
TKT00000321,CUST000897,Failed Transaction,Low,Resolved,2025-09-08,2025-09-17,Branch
TKT00000322,CUST000506,Statement Request,Critical,Open,2024-02-08,,Mobile App
TKT00000323,CUST000913,Chargeback,Medium,In Progress,2026-05-17,,Branch
TKT00000324,CUST000579,KYC Update,High,Closed,2026-04-03,2026-04-08,Email
TKT00000325,CUST000470,Chargeback,Critical,Open,2024-03-02,,Email
TKT00000326,CUST000865,Chargeback,High,Resolved,2024-01-02,2024-01-16,Email
TKT00000327,CUST000294,Loan Query,Low,Open,2025-03-09,,Email
TKT00000328,CUST000755,Chargeback,High,Resolved,2025-01-27,2025-02-05,Phone
TKT00000329,CUST000265,Chargeback,Critical,Resolved,2024-01-14,2024-01-18,Branch
TKT00000330,CUST000325,Loan Query,High,Closed,2024-01-20,2024-01-30,Branch
TKT00000331,CUST000571,Loan Query,High,Resolved,2024-11-10,2024-11-25,Chat
TKT00000332,CUST000623,Chargeback,Medium,In Progress,2025-05-20,,Phone
TKT00000333,CUST000842,Card Block,High,In Progress,2024-10-20,,Chat
TKT00000334,CUST000260,Statement Request,High,Resolved,2025-09-20,2025-09-22,Email
TKT00000335,CUST000521,Fraud Complaint,Medium,Closed,2024-07-11,2024-07-14,Phone
TKT00000336,CUST000032,Fraud Complaint,Medium,Resolved,2025-10-01,2025-10-02,Chat
TKT00000337,CUST000180,Failed Transaction,Medium,Resolved,2026-04-17,2026-04-27,Chat
TKT00000338,CUST000865,Chargeback,Medium,Resolved,2024-04-19,2024-05-01,Mobile App
TKT00000339,CUST000790,Chargeback,Critical,Closed,2024-04-14,2024-04-20,Phone
TKT00000340,CUST000006,Account Access,Critical,Resolved,2025-01-27,2025-02-05,Phone
TKT00000341,CUST000521,Chargeback,Medium,In Progress,2025-02-02,,Chat
TKT00000342,CUST000509,Chargeback,Low,In Progress,2025-11-28,,Phone
TKT00000343,CUST000589,KYC Update,Low,Resolved,2026-03-03,2026-03-14,Email
TKT00000344,CUST000781,Fraud Complaint,Critical,Closed,2024-04-04,2024-04-09,Email
TKT00000345,CUST000297,KYC Update,Medium,Closed,2026-05-12,2026-05-26,Chat
TKT00000346,CUST000874,Account Access,Low,Resolved,2024-07-02,2024-07-09,Chat
TKT00000347,CUST000783,Statement Request,Low,Resolved,2024-05-08,2024-05-18,Mobile App
TKT00000348,CUST000867,Loan Query,Medium,In Progress,2025-11-03,,Branch
TKT00000349,CUST000248,Account Access,Low,Open,2025-10-11,,Email
TKT00000350,CUST000516,Account Access,Low,Resolved,2025-05-24,2025-06-07,Mobile App
TKT00000351,CUST000268,Loan Query,High,Resolved,2025-02-09,2025-02-22,Phone
TKT00000352,CUST000418,Statement Request,Critical,Closed,2024-09-13,2024-09-22,Phone
TKT00000353,CUST000161,Card Block,Critical,Resolved,2024-01-29,2024-02-09,Mobile App
TKT00000354,CUST000974,Card Block,Critical,Resolved,2024-12-09,2024-12-21,Branch
TKT00000355,CUST000585,Chargeback,Critical,In Progress,2024-04-25,,Chat
TKT00000356,CUST000591,Failed Transaction,Low,Resolved,2025-05-15,2025-05-23,Branch
TKT00000357,CUST000365,Card Block,Medium,Resolved,2024-05-07,2024-05-10,Email
TKT00000358,CUST000311,Failed Transaction,Critical,Resolved,2024-04-01,2024-04-12,Chat
TKT00000359,CUST000423,Failed Transaction,High,Closed,2026-05-15,2026-05-25,Branch
TKT00000360,CUST000436,Card Block,High,In Progress,2025-03-22,,Email
TKT00000361,CUST000869,Card Block,High,Resolved,2025-02-04,2025-02-19,Phone
TKT00000362,CUST000547,Fraud Complaint,Medium,In Progress,2026-03-29,,Chat
TKT00000363,CUST000843,Fraud Complaint,Critical,Closed,2024-08-02,2024-08-13,Chat
TKT00000364,CUST000282,KYC Update,High,Closed,2025-08-20,2025-09-02,Chat
TKT00000365,CUST000293,Chargeback,Medium,Resolved,2025-11-04,2025-11-16,Chat
TKT00000366,CUST000765,Account Access,Critical,Resolved,2024-12-10,2024-12-25,Email
TKT00000367,CUST000712,KYC Update,Low,In Progress,2024-08-10,,Email
TKT00000368,CUST000512,Card Block,Low,Closed,2025-01-31,2025-02-04,Mobile App
TKT00000369,CUST000811,Account Access,Critical,Resolved,2024-02-26,2024-03-05,Chat
TKT00000370,CUST000524,Statement Request,Critical,Closed,2025-06-30,2025-07-06,Branch
TKT00000371,CUST000749,Account Access,Low,Resolved,2024-02-26,2024-02-29,Chat
TKT00000372,CUST000407,Fraud Complaint,Critical,Resolved,2024-03-24,2024-04-01,Mobile App
TKT00000373,CUST000332,Card Block,High,Closed,2025-06-30,2025-07-05,Chat
TKT00000374,CUST000765,Failed Transaction,Medium,Resolved,2024-03-27,2024-03-31,Email
TKT00000375,CUST000517,Failed Transaction,Critical,Closed,2025-11-08,2025-11-23,Mobile App
TKT00000376,CUST000712,Statement Request,Low,In Progress,2024-07-22,,Branch
TKT00000377,CUST000431,Failed Transaction,High,In Progress,2026-01-19,,Chat
TKT00000378,CUST000006,Loan Query,Low,In Progress,2024-05-14,,Chat
TKT00000379,CUST000537,Account Access,Low,Resolved,2025-01-04,2025-01-12,Phone
TKT00000380,CUST000554,Statement Request,Critical,In Progress,2026-02-15,,Branch
TKT00000381,CUST000344,Failed Transaction,Low,Resolved,2025-06-20,2025-06-23,Phone
TKT00000382,CUST000512,Statement Request,Critical,In Progress,2024-11-14,,Email
TKT00000383,CUST000890,Failed Transaction,Low,Closed,2024-11-30,2024-12-02,Chat
TKT00000384,CUST000628,Statement Request,Medium,Resolved,2024-06-06,2024-06-17,Mobile App
TKT00000385,CUST000941,Fraud Complaint,Medium,Closed,2024-03-21,2024-03-24,Branch
TKT00000386,CUST000731,Loan Query,High,In Progress,2026-02-25,,Phone
TKT00000387,CUST000474,KYC Update,Low,Resolved,2025-02-26,2025-03-10,Phone
TKT00000388,CUST000715,Statement Request,Medium,Closed,2024-08-05,2024-08-17,Phone
TKT00000389,CUST000707,Account Access,Low,Resolved,2025-08-31,2025-09-07,Mobile App
TKT00000390,CUST000183,Chargeback,High,Closed,2026-05-02,2026-05-08,Branch
TKT00000391,CUST000961,Fraud Complaint,Critical,In Progress,2025-05-11,,Branch
TKT00000392,CUST000908,Chargeback,Critical,Resolved,2024-02-11,2024-02-25,Email
TKT00000393,CUST000805,Account Access,Critical,In Progress,2025-05-21,,Branch
TKT00000394,CUST000164,Card Block,High,Resolved,2025-08-18,2025-08-24,Email
TKT00000395,CUST000525,Chargeback,High,Open,2025-09-29,,Email
TKT00000396,CUST000954,KYC Update,Medium,Open,2025-07-06,,Chat
TKT00000397,CUST000886,KYC Update,High,In Progress,2024-05-09,,Chat
TKT00000398,CUST000212,Card Block,Critical,Closed,2024-05-31,2024-06-15,Email
TKT00000399,CUST000817,Chargeback,Medium,Closed,2025-09-18,2025-09-19,Mobile App
TKT00000400,CUST000537,Failed Transaction,Low,Resolved,2024-05-13,2024-05-15,Email
TKT00000401,CUST000914,Failed Transaction,Critical,Closed,2026-04-12,2026-04-26,Email
TKT00000402,CUST000651,Loan Query,High,Resolved,2024-08-16,2024-08-30,Email
TKT00000403,CUST000717,KYC Update,Medium,Resolved,2024-05-27,2024-06-07,Email
TKT00000404,CUST000499,Chargeback,Medium,Closed,2025-09-15,2025-09-27,Chat
TKT00000405,CUST000189,Card Block,Medium,In Progress,2026-04-24,,Email
TKT00000406,CUST000008,Card Block,Critical,Resolved,2024-07-16,2024-07-25,Mobile App
TKT00000407,CUST000360,KYC Update,Medium,Resolved,2024-04-01,2024-04-12,Branch
TKT00000408,CUST000375,Statement Request,Critical,Open,2026-04-10,,Mobile App
TKT00000409,CUST000104,Fraud Complaint,Critical,Resolved,2025-04-01,2025-04-15,Phone
TKT00000410,CUST000200,Failed Transaction,Medium,Resolved,2025-07-02,2025-07-17,Phone
TKT00000411,CUST000660,KYC Update,Low,Resolved,2026-05-12,2026-05-14,Email
TKT00000412,CUST000541,Card Block,Low,Resolved,2025-09-14,2025-09-21,Mobile App
TKT00000413,CUST000484,Loan Query,Medium,Resolved,2024-03-17,2024-03-21,Mobile App
TKT00000414,CUST000557,Loan Query,Medium,Resolved,2024-05-27,2024-05-31,Phone
TKT00000415,CUST000797,Account Access,Low,Closed,2025-11-22,2025-11-30,Chat
TKT00000416,CUST000190,Statement Request,Critical,Open,2026-04-14,,Branch
TKT00000417,CUST000164,Loan Query,Low,Resolved,2024-05-05,2024-05-15,Email
TKT00000418,CUST000150,Fraud Complaint,High,Resolved,2025-06-06,2025-06-10,Phone
TKT00000419,CUST000100,Account Access,Medium,Resolved,2026-01-05,2026-01-15,Branch
TKT00000420,CUST000249,Card Block,Medium,Resolved,2024-04-16,2024-05-01,Email
TKT00000421,CUST000213,Fraud Complaint,Medium,Resolved,2024-07-07,2024-07-16,Mobile App
TKT00000422,CUST000142,Chargeback,Medium,Resolved,2025-03-28,2025-03-30,Chat
TKT00000423,CUST000442,Chargeback,Critical,Resolved,2025-03-30,2025-04-02,Mobile App
TKT00000424,CUST000718,Failed Transaction,High,Resolved,2026-03-29,2026-04-03,Mobile App
TKT00000425,CUST000661,Account Access,High,Closed,2025-09-06,2025-09-20,Phone
TKT00000426,CUST000021,Account Access,Critical,Open,2025-01-22,,Chat
TKT00000427,CUST000926,Chargeback,High,Resolved,2025-10-24,2025-10-28,Branch
TKT00000428,CUST000602,Loan Query,Critical,Closed,2025-10-04,2025-10-11,Email
TKT00000429,CUST000626,Account Access,Medium,Resolved,2025-04-03,2025-04-14,Branch
TKT00000430,CUST000241,Account Access,High,Resolved,2024-03-08,2024-03-15,Email
TKT00000431,CUST000254,Fraud Complaint,High,Resolved,2024-09-18,2024-09-28,Branch
TKT00000432,CUST000771,Chargeback,Medium,In Progress,2024-10-08,,Chat
TKT00000433,CUST000938,Statement Request,Critical,Resolved,2024-01-23,2024-02-02,Mobile App
TKT00000434,CUST000935,Account Access,Medium,In Progress,2024-01-23,,Phone
TKT00000435,CUST000206,KYC Update,Medium,Resolved,2024-11-08,2024-11-21,Branch
TKT00000436,CUST000173,Chargeback,Critical,Open,2026-04-14,,Email
TKT00000437,CUST000838,Failed Transaction,Critical,Closed,2024-04-14,2024-04-16,Chat
TKT00000438,CUST000720,Account Access,Critical,Resolved,2026-05-09,2026-05-22,Chat
TKT00000439,CUST000359,Failed Transaction,Critical,In Progress,2025-02-01,,Phone
TKT00000440,CUST000496,Card Block,High,Resolved,2025-11-23,2025-11-27,Branch
TKT00000441,CUST000409,KYC Update,Critical,Resolved,2024-03-19,2024-03-28,Mobile App
TKT00000442,CUST000554,Account Access,Critical,In Progress,2024-03-19,,Branch
TKT00000443,CUST000414,Chargeback,Critical,Resolved,2024-12-14,2024-12-19,Phone
TKT00000444,CUST000849,Failed Transaction,Critical,Resolved,2024-05-06,2024-05-17,Mobile App
TKT00000445,CUST000134,Chargeback,Critical,Open,2025-05-12,,Branch
TKT00000446,CUST000441,Failed Transaction,Medium,Resolved,2025-10-24,2025-11-07,Branch
TKT00000447,CUST000426,Failed Transaction,Low,Resolved,2024-09-25,2024-10-01,Branch
TKT00000448,CUST000744,Fraud Complaint,Low,Closed,2025-05-01,2025-05-09,Branch
TKT00000449,CUST000549,Chargeback,Critical,Resolved,2024-03-27,2024-03-31,Phone
TKT00000450,CUST000660,Card Block,High,Resolved,2024-07-25,2024-08-02,Mobile App
TKT00000451,CUST000467,Account Access,Critical,Closed,2025-09-13,2025-09-21,Phone
TKT00000452,CUST000907,Statement Request,Medium,Resolved,2024-09-21,2024-09-30,Mobile App
TKT00000453,CUST000221,Statement Request,Critical,Open,2025-06-10,,Phone
TKT00000454,CUST000800,Failed Transaction,High,Open,2026-03-03,,Mobile App
TKT00000455,CUST000391,Fraud Complaint,Critical,Open,2026-03-05,,Email
TKT00000456,CUST000624,KYC Update,Low,Closed,2024-08-07,2024-08-17,Email
TKT00000457,CUST000693,Statement Request,Medium,In Progress,2024-05-05,,Branch
TKT00000458,CUST000218,Statement Request,Critical,Resolved,2024-08-09,2024-08-20,Phone
TKT00000459,CUST000800,Failed Transaction,Critical,In Progress,2024-07-18,,Email
TKT00000460,CUST000288,Fraud Complaint,Critical,Resolved,2024-04-18,2024-04-22,Email
TKT00000461,CUST000394,Loan Query,High,Closed,2024-02-16,2024-02-26,Chat
TKT00000462,CUST000209,Chargeback,Low,Closed,2024-07-31,2024-08-03,Branch
TKT00000463,CUST000998,Loan Query,Critical,Open,2024-07-15,,Chat
TKT00000464,CUST000761,Chargeback,Low,In Progress,2024-02-09,,Mobile App
TKT00000465,CUST000031,Card Block,Critical,Closed,2024-12-14,2024-12-21,Chat
TKT00000466,CUST000437,Failed Transaction,High,Closed,2026-01-16,2026-01-26,Email
TKT00000467,CUST000729,Account Access,Low,Closed,2024-05-22,2024-05-23,Mobile App
TKT00000468,CUST000680,Statement Request,Medium,Closed,2026-05-06,2026-05-18,Email
TKT00000469,CUST000991,Statement Request,Medium,Closed,2024-03-01,2024-03-11,Phone
TKT00000470,CUST000123,KYC Update,Critical,Resolved,2025-02-13,2025-02-23,Email
TKT00000471,CUST000646,KYC Update,High,Resolved,2025-12-02,2025-12-04,Mobile App
TKT00000472,CUST000619,Chargeback,Medium,Closed,2024-10-17,2024-10-21,Branch
TKT00000473,CUST000603,Chargeback,High,In Progress,2024-01-18,,Chat
TKT00000474,CUST000269,Fraud Complaint,Low,Resolved,2026-01-09,2026-01-12,Phone
TKT00000475,CUST000863,Fraud Complaint,High,Resolved,2024-02-18,2024-02-19,Mobile App
TKT00000476,CUST000246,KYC Update,Medium,Resolved,2024-01-01,2024-01-03,Chat
TKT00000477,CUST000269,KYC Update,Medium,In Progress,2026-04-25,,Email
TKT00000478,CUST000383,Loan Query,Medium,Closed,2024-08-24,2024-09-04,Mobile App
TKT00000479,CUST000326,Statement Request,High,In Progress,2024-09-09,,Mobile App
TKT00000480,CUST000440,Chargeback,Critical,Resolved,2025-01-17,2025-01-19,Branch
TKT00000481,CUST000279,Account Access,Low,Closed,2024-08-13,2024-08-14,Email
TKT00000482,CUST000213,KYC Update,Critical,Resolved,2026-04-13,2026-04-19,Mobile App
TKT00000483,CUST000897,Loan Query,Critical,Closed,2026-04-13,2026-04-25,Chat
TKT00000484,CUST000284,KYC Update,Critical,Resolved,2026-04-06,2026-04-13,Chat
TKT00000485,CUST000916,Chargeback,Critical,Closed,2025-05-19,2025-05-26,Phone
TKT00000486,CUST000810,Loan Query,High,Closed,2026-01-06,2026-01-11,Branch
TKT00000487,CUST000503,Failed Transaction,High,Closed,2025-09-28,2025-10-06,Email
TKT00000488,CUST000034,Fraud Complaint,Critical,In Progress,2026-02-18,,Email
TKT00000489,CUST000791,Chargeback,Critical,In Progress,2025-12-24,,Phone
TKT00000490,CUST000210,Failed Transaction,High,Resolved,2024-10-26,2024-11-02,Chat
TKT00000491,CUST000511,Failed Transaction,High,Closed,2024-08-14,2024-08-27,Branch
TKT00000492,CUST000108,KYC Update,High,In Progress,2025-04-01,,Phone
TKT00000493,CUST000146,Account Access,High,Resolved,2024-07-13,2024-07-23,Branch
TKT00000494,CUST000943,Statement Request,High,Closed,2024-05-24,2024-06-07,Mobile App
TKT00000495,CUST000924,Card Block,Low,In Progress,2026-04-19,,Mobile App
TKT00000496,CUST000661,Card Block,Medium,Resolved,2025-01-22,2025-01-31,Mobile App
TKT00000497,CUST000224,KYC Update,Medium,Closed,2024-04-26,2024-05-08,Mobile App
TKT00000498,CUST000062,Loan Query,Low,Closed,2024-04-29,2024-05-05,Chat
TKT00000499,CUST000236,KYC Update,Critical,In Progress,2025-08-20,,Branch
TKT00000500,CUST000071,KYC Update,Critical,Resolved,2025-11-09,2025-11-11,Chat
TKT00000501,CUST000493,Chargeback,Low,Closed,2025-12-29,2026-01-06,Phone
TKT00000502,CUST000950,KYC Update,Low,Open,2024-03-09,,Chat
TKT00000503,CUST000720,Statement Request,Critical,Closed,2026-03-14,2026-03-16,Email
TKT00000504,CUST000392,Fraud Complaint,High,Closed,2025-07-18,2025-07-19,Phone
TKT00000505,CUST000119,Card Block,High,Open,2024-05-23,,Email
TKT00000506,CUST000376,Account Access,Low,Open,2024-12-23,,Branch
TKT00000507,CUST000330,Statement Request,Low,Resolved,2025-03-06,2025-03-09,Chat
TKT00000508,CUST000773,Failed Transaction,High,Resolved,2025-12-25,2025-12-30,Chat
TKT00000509,CUST000316,Loan Query,Medium,Resolved,2025-10-11,2025-10-20,Phone
TKT00000510,CUST000276,KYC Update,Low,Resolved,2024-12-26,2025-01-08,Chat
TKT00000511,CUST000028,KYC Update,High,Resolved,2024-10-12,2024-10-27,Phone
TKT00000512,CUST000325,Chargeback,Critical,Resolved,2025-11-10,2025-11-14,Branch
TKT00000513,CUST000643,Chargeback,Critical,Open,2025-12-30,,Branch
TKT00000514,CUST000499,Card Block,Medium,Resolved,2024-01-19,2024-01-28,Email
TKT00000515,CUST000974,Fraud Complaint,Medium,Open,2024-11-23,,Branch
TKT00000516,CUST000748,Chargeback,Critical,Closed,2026-01-23,2026-02-05,Chat
TKT00000517,CUST000440,Fraud Complaint,Critical,Closed,2026-03-08,2026-03-16,Email
TKT00000518,CUST000517,Failed Transaction,Low,Resolved,2024-05-07,2024-05-19,Chat
TKT00000519,CUST000993,Loan Query,Medium,Resolved,2024-01-14,2024-01-29,Chat
TKT00000520,CUST000738,KYC Update,High,Resolved,2025-10-25,2025-11-08,Email
TKT00000521,CUST000925,Card Block,Critical,Resolved,2024-10-19,2024-11-03,Chat
TKT00000522,CUST000525,Account Access,Medium,Open,2026-03-04,,Phone
TKT00000523,CUST000830,Fraud Complaint,High,In Progress,2025-12-02,,Branch
TKT00000524,CUST000857,Statement Request,Low,Resolved,2025-01-17,2025-01-27,Chat
TKT00000525,CUST000317,Loan Query,High,Open,2024-10-01,,Phone
TKT00000526,CUST000636,Statement Request,Critical,Resolved,2024-11-20,2024-11-30,Chat
TKT00000527,CUST000971,Chargeback,Medium,Resolved,2026-01-24,2026-01-25,Phone
TKT00000528,CUST000943,Card Block,High,Open,2024-02-08,,Mobile App
TKT00000529,CUST000326,Chargeback,High,Resolved,2025-07-08,2025-07-18,Branch
TKT00000530,CUST000832,Account Access,Critical,Closed,2024-06-23,2024-06-24,Branch
TKT00000531,CUST000763,Fraud Complaint,Low,Closed,2025-02-25,2025-03-12,Email
TKT00000532,CUST000157,Account Access,Critical,Closed,2025-05-02,2025-05-07,Chat
TKT00000533,CUST000794,Loan Query,Critical,Closed,2024-02-01,2024-02-05,Chat
TKT00000534,CUST000905,Loan Query,Low,In Progress,2024-03-11,,Phone
TKT00000535,CUST000491,KYC Update,High,Open,2026-02-20,,Phone
TKT00000536,CUST000957,Card Block,Critical,Resolved,2025-02-05,2025-02-06,Mobile App
TKT00000537,CUST000419,Fraud Complaint,High,Open,2025-07-15,,Mobile App
TKT00000538,CUST000017,Account Access,Medium,Closed,2026-04-08,2026-04-15,Email
TKT00000539,CUST000715,Loan Query,High,Resolved,2025-05-20,2025-06-03,Phone
TKT00000540,CUST000481,Loan Query,Medium,Closed,2025-05-10,2025-05-22,Branch
TKT00000541,CUST000580,Card Block,High,In Progress,2024-05-27,,Email
TKT00000542,CUST000794,KYC Update,High,Resolved,2024-06-17,2024-06-30,Mobile App
TKT00000543,CUST000810,Failed Transaction,Medium,Resolved,2025-11-14,2025-11-17,Branch
TKT00000544,CUST000182,Card Block,Medium,Resolved,2024-04-07,2024-04-15,Email
TKT00000545,CUST000863,KYC Update,Critical,Resolved,2025-09-23,2025-09-29,Mobile App
TKT00000546,CUST000647,Account Access,Low,Resolved,2024-01-01,2024-01-05,Phone
TKT00000547,CUST000184,Account Access,Critical,Resolved,2026-05-20,2026-06-01,Mobile App
TKT00000548,CUST000271,Account Access,Low,Resolved,2025-08-13,2025-08-14,Branch
TKT00000549,CUST000284,Account Access,Medium,In Progress,2025-09-10,,Chat
TKT00000550,CUST000302,Loan Query,Medium,Closed,2024-09-07,2024-09-14,Phone
TKT00000551,CUST000300,Failed Transaction,Low,Resolved,2025-11-15,2025-11-24,Branch
TKT00000552,CUST000033,Loan Query,Medium,Closed,2025-07-19,2025-08-02,Mobile App
TKT00000553,CUST000110,Fraud Complaint,Low,Resolved,2024-12-09,2024-12-11,Email
TKT00000554,CUST000757,Loan Query,High,Closed,2025-08-21,2025-09-02,Phone
TKT00000555,CUST000684,Fraud Complaint,Low,Resolved,2025-06-24,2025-07-09,Phone
TKT00000556,CUST000814,Statement Request,Medium,Resolved,2025-01-30,2025-02-13,Phone
TKT00000557,CUST000877,Fraud Complaint,Medium,Resolved,2025-04-23,2025-05-03,Phone
TKT00000558,CUST000834,Loan Query,High,Closed,2025-03-30,2025-04-05,Email
TKT00000559,CUST000390,Failed Transaction,Critical,Closed,2025-02-01,2025-02-10,Chat
TKT00000560,CUST000576,Failed Transaction,Critical,In Progress,2026-01-25,,Phone
TKT00000561,CUST000066,Card Block,High,Resolved,2025-01-11,2025-01-24,Phone
TKT00000562,CUST000036,Loan Query,Low,Resolved,2025-07-23,2025-07-29,Email
TKT00000563,CUST000911,Failed Transaction,Medium,Resolved,2024-05-28,2024-06-10,Email
TKT00000564,CUST000810,Chargeback,Low,Resolved,2024-07-17,2024-07-25,Chat
TKT00000565,CUST000512,Failed Transaction,Low,In Progress,2025-05-21,,Mobile App
TKT00000566,CUST000381,Fraud Complaint,Critical,Closed,2025-09-11,2025-09-17,Email
TKT00000567,CUST000165,Statement Request,High,Resolved,2024-07-25,2024-07-31,Chat
TKT00000568,CUST000881,Fraud Complaint,Medium,In Progress,2025-02-10,,Chat
TKT00000569,CUST000275,Account Access,High,In Progress,2025-06-30,,Email
TKT00000570,CUST000742,Account Access,Medium,Resolved,2024-10-09,2024-10-18,Phone
TKT00000571,CUST000871,Fraud Complaint,High,Closed,2026-04-29,2026-05-09,Email
TKT00000572,CUST000204,Chargeback,Critical,Open,2026-03-11,,Mobile App
TKT00000573,CUST000821,Fraud Complaint,Low,Resolved,2025-05-23,2025-06-07,Chat
TKT00000574,CUST000599,Fraud Complaint,High,Resolved,2025-11-21,2025-11-23,Email
TKT00000575,CUST000425,Failed Transaction,High,Open,2024-07-18,,Chat
TKT00000576,CUST000920,Account Access,High,Closed,2025-01-02,2025-01-06,Branch
TKT00000577,CUST000775,Account Access,High,Open,2025-07-29,,Email
TKT00000578,CUST000685,KYC Update,Low,In Progress,2024-02-21,,Phone
TKT00000579,CUST000056,Statement Request,Critical,Open,2026-02-10,,Chat
TKT00000580,CUST000327,KYC Update,High,Closed,2024-02-05,2024-02-10,Phone
TKT00000581,CUST000412,Fraud Complaint,Critical,Resolved,2025-01-09,2025-01-11,Chat
TKT00000582,CUST000344,Failed Transaction,High,In Progress,2025-02-13,,Chat
TKT00000583,CUST000682,Fraud Complaint,Medium,Resolved,2026-04-17,2026-04-25,Branch
TKT00000584,CUST000879,Account Access,High,Resolved,2025-06-05,2025-06-10,Mobile App
TKT00000585,CUST000752,Failed Transaction,High,Closed,2024-09-22,2024-10-04,Phone
TKT00000586,CUST000641,Chargeback,Low,Closed,2024-02-17,2024-02-24,Email
TKT00000587,CUST000805,Statement Request,Critical,Resolved,2026-01-24,2026-02-04,Phone
TKT00000588,CUST000357,KYC Update,High,Closed,2024-02-26,2024-03-10,Mobile App
TKT00000589,CUST000826,Loan Query,High,Resolved,2025-07-09,2025-07-24,Mobile App
TKT00000590,CUST000070,Fraud Complaint,Low,In Progress,2024-04-02,,Email
TKT00000591,CUST000991,Card Block,Critical,In Progress,2024-02-29,,Email
TKT00000592,CUST000202,Loan Query,Critical,Resolved,2024-01-22,2024-02-03,Chat
TKT00000593,CUST000850,KYC Update,Low,Resolved,2026-01-16,2026-01-29,Branch
TKT00000594,CUST000696,Card Block,Critical,Open,2024-07-01,,Chat
TKT00000595,CUST000996,Statement Request,High,Resolved,2024-02-26,2024-03-03,Branch
TKT00000596,CUST000012,Failed Transaction,Critical,Closed,2025-04-08,2025-04-18,Phone
TKT00000597,CUST000934,Statement Request,Medium,Resolved,2025-04-03,2025-04-14,Chat
TKT00000598,CUST000191,Failed Transaction,Medium,Resolved,2026-02-23,2026-03-09,Chat
TKT00000599,CUST000452,Account Access,Critical,In Progress,2025-09-03,,Email
TKT00000600,CUST000566,Loan Query,Low,Closed,2025-08-12,2025-08-14,Mobile App
TKT00000601,CUST000253,Failed Transaction,Medium,In Progress,2025-04-22,,Phone
TKT00000602,CUST000457,Card Block,Low,Closed,2025-06-22,2025-06-28,Branch
TKT00000603,CUST000666,Fraud Complaint,Medium,Open,2024-01-28,,Mobile App
TKT00000604,CUST000480,Account Access,Critical,Resolved,2024-11-15,2024-11-17,Chat
TKT00000605,CUST000471,Loan Query,Critical,Resolved,2025-11-24,2025-11-27,Branch
TKT00000606,CUST000585,Statement Request,Medium,Resolved,2025-02-18,2025-02-25,Branch
TKT00000607,CUST000230,Loan Query,Medium,Resolved,2024-07-06,2024-07-19,Email
TKT00000608,CUST000787,Statement Request,Medium,Closed,2024-06-22,2024-06-30,Chat
TKT00000609,CUST000456,Failed Transaction,Medium,Resolved,2025-01-11,2025-01-26,Branch
TKT00000610,CUST000189,Statement Request,Low,Resolved,2024-06-03,2024-06-05,Email
TKT00000611,CUST000402,KYC Update,High,Resolved,2024-11-23,2024-12-01,Chat
TKT00000612,CUST000025,Chargeback,Critical,Resolved,2024-02-17,2024-02-21,Branch
TKT00000613,CUST000561,Statement Request,High,Closed,2024-02-02,2024-02-15,Mobile App
TKT00000614,CUST000945,Failed Transaction,Low,Closed,2025-08-14,2025-08-16,Phone
TKT00000615,CUST000255,Fraud Complaint,Critical,Resolved,2025-02-18,2025-03-02,Phone
TKT00000616,CUST000973,Fraud Complaint,Low,Resolved,2025-09-09,2025-09-22,Chat
TKT00000617,CUST000452,Loan Query,High,Resolved,2024-10-23,2024-11-06,Branch
TKT00000618,CUST000137,Account Access,Low,Open,2024-11-13,,Chat
TKT00000619,CUST000170,KYC Update,High,Open,2026-04-06,,Email
TKT00000620,CUST000405,KYC Update,High,Closed,2025-05-03,2025-05-15,Mobile App
TKT00000621,CUST000841,KYC Update,Medium,Closed,2026-05-10,2026-05-18,Mobile App
TKT00000622,CUST000285,Card Block,Critical,Closed,2025-01-05,2025-01-08,Chat
TKT00000623,CUST000860,Account Access,Medium,Resolved,2025-06-18,2025-06-21,Chat
TKT00000624,CUST000116,Fraud Complaint,Medium,Closed,2024-01-22,2024-02-04,Chat
TKT00000625,CUST000857,KYC Update,Medium,Closed,2025-10-27,2025-11-01,Branch
TKT00000626,CUST000814,Account Access,High,Closed,2024-08-22,2024-08-24,Phone
TKT00000627,CUST000574,Chargeback,Low,Resolved,2024-09-08,2024-09-16,Branch
TKT00000628,CUST000999,KYC Update,Low,Resolved,2026-01-02,2026-01-12,Branch
TKT00000629,CUST000015,Failed Transaction,Critical,Closed,2024-07-06,2024-07-19,Chat
TKT00000630,CUST000340,Loan Query,High,In Progress,2026-01-03,,Chat
TKT00000631,CUST000830,Chargeback,Medium,Resolved,2026-03-28,2026-03-31,Phone
TKT00000632,CUST000998,Loan Query,High,Resolved,2026-04-13,2026-04-27,Email
TKT00000633,CUST000524,Fraud Complaint,Critical,Resolved,2024-10-24,2024-10-25,Phone
TKT00000634,CUST000317,Chargeback,Low,Resolved,2025-08-17,2025-08-26,Branch
TKT00000635,CUST000218,Account Access,Critical,Closed,2025-07-02,2025-07-07,Email
TKT00000636,CUST000458,Loan Query,Critical,Closed,2025-12-13,2025-12-26,Mobile App
TKT00000637,CUST000369,KYC Update,Low,Closed,2024-06-16,2024-06-19,Email
