transaction_id,account_id,transaction_date,transaction_type,amount,merchant_name,payment_mode,status,city,channel
TXN000002612,ACC0000046,2025-09-07,Debit,69971.03,Swiggy,UPI,Success,Bhopal,POS
TXN000002613,ACC0001017,2024-03-18,Debit,141574.76,Airtel,UPI,Success,Chandigarh,Web
TXN000002614,ACC0000489,2024-11-22,Debit,41608.91,BigBasket,IMPS,Success,Bengaluru,POS
TXN000002615,ACC0001323,2026-02-10,Debit,52092.01,BigBasket,RTGS,Success,Lucknow,POS
TXN000002616,ACC0001067,2026-02-09,Credit,97608.13,Ola,IMPS,Failed,Mumbai,ATM
TXN000002617,ACC0000632,2024-02-16,Credit,126631.8,Reliance Digital,POS,Success,Mumbai,Mobile
TXN000002618,ACC0000908,2024-12-06,Debit,67113.3,Netflix,UPI,Success,Pune,Web
TXN000002619,ACC0000653,2025-10-14,Debit,136173.94,Jio,UPI,Success,Jaipur,ATM
TXN000002620,ACC0000428,2024-10-02,Credit,58388.22,IRCTC,ATM,Success,Delhi,Branch
TXN000002621,ACC0000191,2024-06-02,Debit,110200.91,Netflix,NetBanking,Success,Delhi,Branch
TXN000002622,ACC0001042,2025-12-08,Debit,119210.79,IRCTC,ATM,Success,Jaipur,Branch
TXN000002623,ACC0001118,2024-06-14,Credit,66570.05,Fuel Station,POS,Success,Lucknow,Web
TXN000002624,ACC0000124,2025-02-04,Debit,10293.86,Amazon,NEFT,Success,Chennai,Mobile
TXN000002625,ACC0001220,2026-01-13,Credit,3896.36,Flipkart,UPI,Success,Ahmedabad,Web
TXN000002626,ACC0000671,2024-07-26,Credit,76637.46,Netflix,NetBanking,Success,Lucknow,POS
TXN000002627,ACC0000511,2025-04-30,Debit,144635.37,Insurance Premium,Cheque,Success,Chennai,Mobile
TXN000002628,ACC0000275,2025-04-27,Credit,140837.92,Swiggy,ATM,Success,Hyderabad,ATM
TXN000002629,ACC0000559,2024-05-10,Debit,1026.08,School Fees,IMPS,Success,Pune,ATM
TXN000002630,ACC0000701,2025-11-14,Credit,33451.62,Jio,Cheque,Success,Bengaluru,ATM
TXN000002631,ACC0000758,2026-04-24,Debit,51190.37,Uber,UPI,Success,Chennai,POS
TXN000002632,ACC0001299,2025-08-09,Debit,113410.09,DMart,Cheque,Success,Pune,Branch
TXN000002633,ACC0000486,2024-06-22,Credit,44794.88,IRCTC,UPI,Success,Chennai,ATM
TXN000002634,ACC0000069,2025-05-21,Credit,132821.7,Jio,POS,Success,Bhopal,Web
TXN000002635,ACC0001250,2024-01-12,Debit,115089.69,BigBasket,Cheque,Success,Bhopal,POS
TXN000002636,ACC0000337,2024-09-02,Debit,9412.4,Electricity Board,POS,Failed,Bengaluru,POS
TXN000002637,ACC0000924,2026-02-26,Credit,131408.37,Electricity Board,RTGS,Success,Chandigarh,Branch
TXN000002638,ACC0000461,2025-09-26,Credit,123454.26,Fuel Station,RTGS,Success,Chennai,Branch
TXN000002639,ACC0000362,2025-09-22,Debit,9150.15,Uber,UPI,Success,Jaipur,POS
TXN000002640,ACC0001076,2025-10-04,Credit,108615.57,School Fees,UPI,Success,Lucknow,ATM
TXN000002641,ACC0000409,2025-11-03,Debit,126113.66,IRCTC,Cheque,Success,Lucknow,ATM
TXN000002642,ACC0000213,2025-04-12,Credit,66842.37,Reliance Digital,Cheque,Success,Kochi,Mobile
TXN000002643,ACC0000700,2025-02-17,Debit,18432.96,IRCTC,NEFT,Success,Hyderabad,ATM
TXN000002644,ACC0000971,2025-06-24,Debit,35220.31,Insurance Premium,RTGS,Success,Mumbai,Web
TXN000002645,ACC0000155,2025-02-11,Debit,126529.79,Myntra,NetBanking,Success,Bhopal,Mobile
TXN000002646,ACC0000869,2025-11-07,Credit,112022.5,Jio,NetBanking,Success,Jaipur,Web
TXN000002647,ACC0000156,2025-04-20,Debit,27064.52,IRCTC,IMPS,Success,Jaipur,POS
TXN000002648,ACC0000868,2025-04-11,Debit,148035.92,Swiggy,NetBanking,Success,Delhi,Branch
TXN000002649,ACC0001063,2025-09-16,Debit,53928.13,Zomato,POS,Success,Pune,Web
TXN000002650,ACC0000394,2025-09-03,Debit,149488.35,Electricity Board,UPI,Reversed,Mumbai,POS
TXN000002651,ACC0000388,2026-03-06,Credit,10573.78,Fuel Station,RTGS,Success,Chennai,Web
TXN000002652,ACC0000586,2026-02-13,Debit,130802.34,Swiggy,NEFT,Success,Pune,POS
TXN000002653,ACC0000381,2025-07-24,Debit,142297.32,Swiggy,POS,Success,Delhi,POS
TXN000002654,ACC0000004,2025-04-12,Debit,3950.18,Insurance Premium,NetBanking,Pending,Ahmedabad,Web
TXN000002655,ACC0000240,2025-02-04,Credit,119012.97,Ola,POS,Success,Hyderabad,Web
TXN000002656,ACC0000820,2024-11-26,Debit,24244.77,Amazon,RTGS,Pending,Hyderabad,Web
TXN000002657,ACC0000359,2024-04-12,Debit,13327.47,IRCTC,POS,Pending,Bhopal,ATM
TXN000002658,ACC0000924,2024-03-11,Credit,128380.68,Ola,POS,Success,Lucknow,ATM
TXN000002659,ACC0000087,2025-05-06,Credit,105447.14,Amazon,POS,Success,Chandigarh,Web
TXN000002660,ACC0000758,2024-03-09,Debit,28032.24,Uber,RTGS,Success,Pune,ATM
TXN000002661,ACC0000396,2025-09-22,Debit,131224.87,Electricity Board,RTGS,Success,Jaipur,Web
TXN000002662,ACC0000859,2025-11-16,Debit,124868.35,Ola,ATM,Failed,Kochi,Mobile
TXN000002663,ACC0000063,2024-07-17,Debit,139632.64,Zomato,NetBanking,Success,Hyderabad,POS
TXN000002664,ACC0000286,2025-12-27,Debit,56582.22,Amazon,ATM,Success,Ahmedabad,Branch
TXN000002665,ACC0000301,2026-02-13,Debit,129573.86,BigBasket,NEFT,Success,Bengaluru,Branch
TXN000002666,ACC0000916,2026-02-18,Credit,31911.16,Netflix,UPI,Success,Chandigarh,ATM
TXN000002667,ACC0001109,2025-08-15,Debit,9010.03,Reliance Digital,Cheque,Success,Delhi,Mobile
TXN000002668,ACC0000284,2024-06-03,Debit,32368.8,Electricity Board,RTGS,Success,Ahmedabad,Mobile
TXN000002669,ACC0000215,2025-11-13,Credit,436.7,Airtel,POS,Pending,Lucknow,ATM
TXN000002670,ACC0000162,2024-03-03,Debit,148142.96,Jio,UPI,Pending,Mumbai,Branch
TXN000002671,ACC0000064,2025-11-29,Credit,145864.48,Uber,NetBanking,Success,Delhi,Web
TXN000002672,ACC0000243,2024-08-04,Debit,135414.42,DMart,NetBanking,Success,Pune,ATM
TXN000002673,ACC0000537,2024-04-20,Credit,15398.32,Swiggy,POS,Success,Pune,POS
TXN000002674,ACC0001294,2024-05-13,Debit,97011.35,BigBasket,Cheque,Success,Delhi,POS
TXN000002675,ACC0000777,2025-09-28,Debit,148929.19,Flipkart,NEFT,Success,Chennai,Mobile
TXN000002676,ACC0001004,2025-12-17,Debit,47583.3,Zomato,UPI,Failed,Pune,POS
TXN000002677,ACC0000620,2025-02-11,Debit,30637.53,Amazon,UPI,Failed,Delhi,ATM
TXN000002678,ACC0001065,2024-12-14,Credit,113460.53,Reliance Digital,NetBanking,Success,Jaipur,Branch
TXN000002679,ACC0000431,2026-05-14,Debit,54619.61,Reliance Digital,ATM,Failed,Lucknow,Web
TXN000002680,ACC0000259,2025-02-27,Credit,127545.32,Flipkart,NEFT,Success,Pune,Web
TXN000002681,ACC0001292,2025-01-02,Debit,118664.38,DMart,IMPS,Success,Pune,ATM
TXN000002682,ACC0000354,2025-07-28,Debit,101589.99,School Fees,UPI,Success,Chennai,POS
TXN000002683,ACC0001015,2025-07-18,Credit,61799.59,Netflix,POS,Success,Delhi,ATM
TXN000002684,ACC0001168,2024-10-16,Debit,24489.36,Flipkart,POS,Failed,Chandigarh,ATM
TXN000002685,ACC0001377,2024-03-23,Debit,43416.48,Reliance Digital,POS,Success,Delhi,Mobile
TXN000002686,ACC0000481,2024-03-16,Debit,116426.83,Jio,NetBanking,Success,Chandigarh,Mobile
TXN000002687,ACC0001279,2024-06-07,Debit,147596.87,BigBasket,POS,Success,Jaipur,POS
TXN000002688,ACC0000088,2025-09-12,Credit,149327.42,Uber,IMPS,Success,Mumbai,POS
TXN000002689,ACC0001387,2024-05-26,Debit,88066.27,Netflix,POS,Success,Hyderabad,POS
TXN000002690,ACC0001115,2024-08-07,Credit,71764.79,Fuel Station,Cheque,Success,Delhi,Web
TXN000002691,ACC0000106,2025-07-22,Credit,82789.02,Myntra,ATM,Success,Hyderabad,Mobile
TXN000002692,ACC0000936,2025-07-18,Credit,68840.2,BigBasket,RTGS,Success,Mumbai,POS
TXN000002693,ACC0000715,2024-10-07,Debit,17682.95,Amazon,POS,Success,Delhi,POS
TXN000002694,ACC0000207,2025-01-30,Credit,126682.59,BigBasket,Cheque,Success,Mumbai,Mobile
TXN000002695,ACC0000566,2026-01-15,Debit,53704.32,Swiggy,IMPS,Success,Chandigarh,Branch
TXN000002696,ACC0001037,2026-01-12,Debit,1308.54,Ola,POS,Success,Pune,Web
TXN000002697,ACC0001172,2025-01-04,Credit,48512.53,Myntra,NEFT,Success,Delhi,Web
TXN000002698,ACC0001359,2026-03-09,Debit,114484.97,School Fees,Cheque,Success,Mumbai,POS
TXN000002699,ACC0000391,2024-05-29,Debit,18217.55,Uber,NEFT,Success,Jaipur,Mobile
TXN000002700,ACC0000227,2025-06-11,Credit,127658.16,DMart,IMPS,Success,Bhopal,Mobile
TXN000002701,ACC0001227,2026-02-14,Credit,51450.89,Zomato,NetBanking,Success,Bengaluru,Mobile
TXN000002702,ACC0000795,2026-01-01,Debit,61968.96,Ola,NEFT,Failed,Chandigarh,Mobile
TXN000002703,ACC0000004,2024-07-31,Credit,24746.31,DMart,UPI,Success,Lucknow,POS
TXN000002704,ACC0000782,2025-02-03,Credit,55333.38,Fuel Station,RTGS,Success,Kochi,Web
TXN000002705,ACC0000796,2024-09-03,Debit,14961.15,Ola,ATM,Success,Bengaluru,Web
TXN000002706,ACC0001035,2025-11-09,Credit,73025.6,Flipkart,POS,Reversed,Kochi,POS
TXN000002707,ACC0001313,2025-01-11,Credit,109531.47,Amazon,ATM,Success,Chandigarh,Mobile
TXN000002708,ACC0000893,2024-12-05,Debit,59618.07,Fuel Station,Cheque,Success,Mumbai,POS
TXN000002709,ACC0001005,2024-05-05,Credit,43038.57,Flipkart,POS,Success,Pune,ATM
TXN000002710,ACC0001173,2024-03-27,Debit,125603.09,Airtel,POS,Success,Kochi,Branch
TXN000002711,ACC0001215,2025-01-11,Credit,146201.35,IRCTC,NetBanking,Success,Chandigarh,Branch
TXN000002712,ACC0000288,2024-05-11,Credit,72612.87,School Fees,ATM,Success,Kochi,ATM
TXN000002713,ACC0001318,2024-03-02,Debit,85000.36,IRCTC,UPI,Failed,Ahmedabad,Mobile
TXN000002714,ACC0001318,2025-01-28,Debit,148348.29,Netflix,NEFT,Success,Hyderabad,Branch
TXN000002715,ACC0000299,2026-05-11,Credit,93786.74,Insurance Premium,NEFT,Reversed,Hyderabad,Mobile
TXN000002716,ACC0000596,2025-01-23,Credit,114318.09,Zomato,POS,Success,Hyderabad,Mobile
TXN000002717,ACC0000284,2024-01-17,Credit,9848.11,Amazon,NEFT,Success,Delhi,Branch
TXN000002718,ACC0000869,2024-03-26,Credit,46149.2,Ola,RTGS,Success,Lucknow,POS
TXN000002719,ACC0001389,2026-05-18,Debit,4216.61,Airtel,POS,Success,Ahmedabad,Web
TXN000002720,ACC0000273,2024-01-25,Debit,144868.53,Zomato,NetBanking,Success,Chennai,POS
TXN000002721,ACC0000956,2025-04-29,Credit,140258.01,Electricity Board,Cheque,Success,Pune,ATM
TXN000002722,ACC0001376,2024-11-09,Debit,97212.48,BigBasket,NEFT,Success,Mumbai,ATM
TXN000002723,ACC0000890,2025-01-24,Debit,92738.21,Fuel Station,IMPS,Success,Bhopal,ATM
TXN000002724,ACC0000390,2024-01-27,Credit,61661.09,Flipkart,Cheque,Success,Delhi,POS
TXN000002725,ACC0000579,2026-03-10,Debit,7206.14,Airtel,IMPS,Success,Delhi,Mobile
TXN000002726,ACC0000295,2025-05-10,Debit,118249.76,Amazon,ATM,Success,Bhopal,Branch
TXN000002727,ACC0001168,2026-01-04,Debit,35358.67,Zomato,RTGS,Success,Delhi,Branch
TXN000002728,ACC0000476,2024-03-17,Credit,60971.93,Myntra,NetBanking,Success,Ahmedabad,ATM
TXN000002729,ACC0000630,2025-02-27,Debit,136686.86,Insurance Premium,UPI,Success,Delhi,POS
TXN000002730,ACC0001080,2024-03-10,Debit,87027.09,Swiggy,NEFT,Success,Kochi,ATM
TXN000002731,ACC0000263,2024-07-20,Credit,9051.31,Insurance Premium,NEFT,Success,Pune,POS
TXN000002732,ACC0000821,2024-05-13,Credit,60381.41,Reliance Digital,NetBanking,Success,Bhopal,Branch
TXN000002733,ACC0000695,2024-10-19,Debit,80681.9,Jio,RTGS,Success,Chennai,ATM
TXN000002734,ACC0001325,2024-01-27,Debit,51992.13,Electricity Board,UPI,Success,Bhopal,ATM
TXN000002735,ACC0001285,2026-04-18,Credit,133351.32,Insurance Premium,ATM,Success,Chennai,Mobile
TXN000002736,ACC0000124,2024-09-23,Credit,73127.75,Electricity Board,ATM,Success,Chennai,Web
TXN000002737,ACC0000905,2025-02-03,Debit,30773.16,Myntra,UPI,Success,Kochi,ATM
TXN000002738,ACC0000940,2024-03-18,Credit,80807.98,Myntra,NEFT,Success,Bhopal,ATM
TXN000002739,ACC0000903,2025-04-01,Debit,44412.33,Fuel Station,ATM,Success,Lucknow,POS
TXN000002740,ACC0000598,2024-08-28,Credit,18857.81,DMart,NEFT,Success,Kochi,Mobile
TXN000002741,ACC0000651,2024-10-18,Credit,49097.45,Swiggy,RTGS,Success,Chennai,Branch
TXN000002742,ACC0000704,2025-10-14,Debit,89595.99,Amazon,Cheque,Success,Bhopal,Mobile
TXN000002743,ACC0000976,2026-05-02,Debit,96308.24,Ola,POS,Success,Hyderabad,Mobile
TXN000002744,ACC0000041,2026-03-05,Credit,29416.16,Uber,NEFT,Success,Bengaluru,Branch
TXN000002745,ACC0001204,2025-08-11,Credit,95765.26,School Fees,POS,Success,Bhopal,Web
TXN000002746,ACC0000530,2026-03-18,Credit,54935.8,IRCTC,POS,Success,Delhi,ATM
TXN000002747,ACC0000961,2025-03-17,Credit,79791.8,Netflix,IMPS,Failed,Jaipur,Branch
TXN000002748,ACC0000319,2024-08-09,Debit,112340.84,Fuel Station,ATM,Success,Bhopal,Web
TXN000002749,ACC0000316,2024-10-08,Credit,19121.27,BigBasket,UPI,Success,Ahmedabad,ATM
TXN000002750,ACC0000086,2024-06-09,Debit,56429.89,Flipkart,NEFT,Success,Kochi,ATM
TXN000002751,ACC0000859,2024-08-25,Credit,61709.02,Fuel Station,IMPS,Success,Mumbai,POS
TXN000002752,ACC0000489,2026-01-22,Debit,146137.67,Netflix,NetBanking,Success,Ahmedabad,Web
TXN000002753,ACC0000368,2025-03-08,Credit,109883.68,Airtel,UPI,Success,Ahmedabad,ATM
TXN000002754,ACC0001287,2024-12-09,Credit,108135.94,School Fees,ATM,Success,Pune,Web
TXN000002755,ACC0000446,2024-09-27,Credit,87077.02,BigBasket,NEFT,Failed,Mumbai,Mobile
TXN000002756,ACC0001388,2025-01-19,Credit,80688.44,Insurance Premium,NetBanking,Success,Chennai,Mobile
TXN000002757,ACC0000844,2024-04-08,Credit,141840.14,Airtel,NEFT,Success,Lucknow,Branch
TXN000002758,ACC0000256,2026-03-22,Debit,70942.84,IRCTC,NetBanking,Success,Kochi,ATM
TXN000002759,ACC0000725,2025-11-26,Credit,142400.52,Reliance Digital,ATM,Failed,Bengaluru,Mobile
TXN000002760,ACC0001015,2024-08-10,Debit,135317.32,BigBasket,UPI,Failed,Lucknow,Web
TXN000002761,ACC0000340,2025-09-24,Credit,70044.06,Netflix,RTGS,Success,Lucknow,Branch
TXN000002762,ACC0000337,2024-03-25,Debit,59656.01,Insurance Premium,NetBanking,Reversed,Bhopal,ATM
TXN000002763,ACC0001368,2024-08-06,Debit,67560.2,Electricity Board,UPI,Success,Delhi,Web
TXN000002764,ACC0000068,2025-08-17,Debit,25860.03,Zomato,RTGS,Success,Pune,Web
TXN000002765,ACC0000303,2024-02-15,Credit,74094.82,Uber,ATM,Success,Mumbai,ATM
TXN000002766,ACC0001338,2024-10-12,Credit,28107.99,School Fees,NetBanking,Success,Jaipur,Mobile
TXN000002767,ACC0000571,2025-12-31,Debit,138943.79,IRCTC,NetBanking,Success,Bhopal,Branch
TXN000002768,ACC0000666,2025-08-22,Debit,19513.04,DMart,RTGS,Success,Ahmedabad,ATM
TXN000002769,ACC0000115,2024-10-31,Credit,133196.8,Jio,NEFT,Success,Ahmedabad,Mobile
TXN000002770,ACC0000639,2024-02-21,Debit,57039.28,Zomato,NetBanking,Success,Chandigarh,Branch
TXN000002771,ACC0000540,2024-02-15,Credit,88070.76,Uber,RTGS,Success,Mumbai,Web
TXN000002772,ACC0001266,2024-02-03,Debit,68787.39,Netflix,UPI,Success,Jaipur,Web
TXN000002773,ACC0000487,2026-02-10,Debit,122637.37,Uber,NetBanking,Success,Pune,ATM
TXN000002774,ACC0000020,2024-12-31,Credit,114016.73,BigBasket,NEFT,Success,Mumbai,ATM
TXN000002775,ACC0000656,2024-06-29,Debit,109820.72,IRCTC,NetBanking,Success,Delhi,Mobile
TXN000002776,ACC0000158,2024-04-26,Debit,76326.59,IRCTC,POS,Success,Bengaluru,ATM
TXN000002777,ACC0000366,2025-02-19,Debit,87278.9,Ola,IMPS,Success,Bengaluru,POS
TXN000002778,ACC0000291,2024-09-20,Debit,37052.02,BigBasket,Cheque,Success,Lucknow,ATM
TXN000002779,ACC0000178,2025-05-11,Debit,56186.3,IRCTC,IMPS,Success,Pune,POS
TXN000002780,ACC0001066,2025-03-22,Debit,131494.77,Myntra,UPI,Success,Kochi,Web
TXN000002781,ACC0000482,2025-06-10,Debit,42430.98,Reliance Digital,RTGS,Success,Hyderabad,ATM
TXN000002782,ACC0001302,2025-08-13,Credit,124988.89,IRCTC,NetBanking,Success,Jaipur,ATM
TXN000002783,ACC0001320,2024-01-23,Debit,81337.05,Insurance Premium,POS,Success,Hyderabad,Mobile
TXN000002784,ACC0000052,2025-05-11,Credit,121744.39,Airtel,UPI,Success,Bhopal,ATM
TXN000002785,ACC0001350,2024-01-06,Debit,42172.97,Zomato,UPI,Success,Hyderabad,ATM
TXN000002786,ACC0000179,2024-08-09,Credit,102348.13,Insurance Premium,ATM,Success,Bengaluru,ATM
TXN000002787,ACC0001165,2024-05-27,Credit,26354.85,Myntra,ATM,Success,Pune,Branch
TXN000002788,ACC0000324,2024-05-08,Debit,62517.34,DMart,RTGS,Failed,Bhopal,POS
TXN000002789,ACC0001047,2024-01-31,Credit,112813.01,Insurance Premium,IMPS,Success,Kochi,Mobile
TXN000002790,ACC0001264,2024-04-17,Debit,91777.14,Myntra,NEFT,Success,Mumbai,POS
TXN000002791,ACC0001037,2025-07-01,Debit,4670.26,School Fees,UPI,Success,Ahmedabad,Web
TXN000002792,ACC0000474,2024-05-30,Credit,26590.41,Uber,ATM,Success,Bengaluru,Web
TXN000002793,ACC0000992,2025-02-03,Credit,38885.81,Insurance Premium,RTGS,Success,Bhopal,ATM
TXN000002794,ACC0000368,2026-03-30,Credit,22198.22,Netflix,POS,Success,Pune,Mobile
TXN000002795,ACC0000198,2024-07-11,Credit,129770.32,IRCTC,Cheque,Success,Delhi,Mobile
TXN000002796,ACC0001363,2026-03-10,Credit,122231.21,BigBasket,NetBanking,Success,Jaipur,Web
TXN000002797,ACC0000607,2024-04-18,Debit,117500.87,DMart,RTGS,Success,Jaipur,Mobile
TXN000002798,ACC0000699,2024-06-01,Debit,48589.9,Jio,NetBanking,Success,Lucknow,Mobile
TXN000002799,ACC0001394,2024-05-17,Credit,12903.28,Amazon,Cheque,Success,Bhopal,POS
TXN000002800,ACC0000244,2024-09-26,Debit,13135.81,Jio,POS,Failed,Mumbai,ATM
TXN000002801,ACC0000446,2025-06-04,Debit,104274.29,Netflix,NEFT,Pending,Lucknow,ATM
TXN000002802,ACC0001329,2025-09-25,Debit,53311.41,BigBasket,NetBanking,Reversed,Jaipur,POS
TXN000002803,ACC0000907,2024-05-21,Credit,111108.95,Reliance Digital,NetBanking,Success,Chennai,POS
TXN000002804,ACC0001175,2024-04-16,Debit,52151.65,Ola,RTGS,Success,Mumbai,Branch
TXN000002805,ACC0000404,2024-06-07,Debit,37828.65,Ola,NEFT,Success,Bengaluru,ATM
TXN000002806,ACC0000405,2026-02-21,Credit,70214.31,Uber,ATM,Success,Bengaluru,Mobile
TXN000002807,ACC0000381,2025-10-23,Debit,19721.9,Swiggy,Cheque,Success,Kochi,Mobile
TXN000002808,ACC0001369,2025-08-13,Debit,120342.92,Amazon,RTGS,Success,Hyderabad,Mobile
TXN000002809,ACC0000930,2024-06-29,Credit,4736.69,Airtel,RTGS,Success,Pune,Mobile
TXN000002810,ACC0001037,2025-04-30,Debit,35310.75,Swiggy,UPI,Success,Hyderabad,Branch
TXN000002811,ACC0000180,2025-03-12,Debit,47708.18,Reliance Digital,ATM,Reversed,Delhi,ATM
TXN000002812,ACC0000160,2024-03-07,Debit,144549.82,Jio,RTGS,Failed,Hyderabad,Branch
TXN000002813,ACC0000535,2025-01-02,Debit,12812.87,Uber,RTGS,Success,Chandigarh,POS
TXN000002814,ACC0000341,2026-03-31,Credit,16207.47,Myntra,IMPS,Success,Bengaluru,Mobile
TXN000002815,ACC0000816,2025-10-22,Debit,19986.07,Uber,POS,Success,Bhopal,Mobile
TXN000002816,ACC0000356,2024-12-20,Debit,139681.9,Fuel Station,NEFT,Success,Jaipur,POS
TXN000002817,ACC0000205,2025-06-10,Debit,99588.36,BigBasket,NetBanking,Success,Pune,Branch
TXN000002818,ACC0001223,2024-11-05,Debit,16061.42,Netflix,RTGS,Success,Pune,Mobile
TXN000002819,ACC0000411,2025-03-20,Credit,77618.4,Swiggy,RTGS,Success,Bhopal,Branch
TXN000002820,ACC0000791,2026-04-25,Credit,15115.03,Amazon,POS,Success,Hyderabad,ATM
TXN000002821,ACC0001397,2026-03-23,Credit,112863.5,DMart,NetBanking,Success,Bengaluru,ATM
TXN000002822,ACC0000532,2026-02-09,Debit,62669.76,Airtel,RTGS,Success,Bengaluru,Mobile
TXN000002823,ACC0000929,2025-09-01,Debit,122304.51,Ola,UPI,Success,Jaipur,POS
TXN000002824,ACC0000924,2025-04-02,Credit,89132.46,Zomato,UPI,Success,Kochi,ATM
TXN000002825,ACC0000348,2026-02-13,Debit,9824.29,Swiggy,NetBanking,Failed,Kochi,ATM
TXN000002826,ACC0000643,2025-01-29,Debit,140403.98,Uber,Cheque,Pending,Mumbai,Mobile
TXN000002827,ACC0001245,2024-12-18,Debit,95746.17,DMart,NEFT,Success,Pune,Branch
TXN000002828,ACC0000003,2025-03-20,Credit,125697.25,Swiggy,ATM,Success,Kochi,Branch
TXN000002829,ACC0000101,2024-05-08,Credit,130963.26,Jio,Cheque,Success,Pune,ATM
TXN000002830,ACC0000857,2025-08-18,Debit,94856.73,Ola,NEFT,Success,Pune,Mobile
TXN000002831,ACC0001263,2025-11-24,Credit,29533.36,Flipkart,RTGS,Success,Chandigarh,Branch
TXN000002832,ACC0000329,2024-07-13,Debit,78451.4,Swiggy,RTGS,Success,Ahmedabad,ATM
TXN000002833,ACC0000996,2024-11-12,Debit,134111.34,Reliance Digital,POS,Success,Chandigarh,Branch
TXN000002834,ACC0001265,2025-04-19,Debit,130723.94,Fuel Station,NetBanking,Success,Pune,POS
TXN000002835,ACC0000803,2024-05-31,Debit,98645.21,Zomato,POS,Success,Bhopal,Branch
TXN000002836,ACC0000465,2025-03-07,Debit,61077.48,Jio,IMPS,Success,Delhi,Mobile
TXN000002837,ACC0000946,2025-03-23,Debit,144762.31,Airtel,RTGS,Pending,Pune,POS
TXN000002838,ACC0000682,2024-10-02,Credit,29331.04,Airtel,UPI,Success,Ahmedabad,POS
TXN000002839,ACC0001261,2024-05-11,Credit,116777.13,Uber,NetBanking,Success,Mumbai,POS
TXN000002840,ACC0001176,2025-06-17,Debit,105596.49,Netflix,POS,Success,Chennai,Mobile
TXN000002841,ACC0000915,2026-02-26,Debit,105136.19,Ola,RTGS,Success,Ahmedabad,Mobile
TXN000002842,ACC0000540,2024-09-15,Credit,10730.61,Ola,UPI,Success,Lucknow,ATM
TXN000002843,ACC0000302,2025-01-04,Credit,21433.68,Insurance Premium,ATM,Success,Mumbai,Branch
TXN000002844,ACC0000326,2025-10-13,Debit,103781.59,Fuel Station,UPI,Success,Chennai,ATM
TXN000002845,ACC0000883,2026-04-13,Credit,122035.24,DMart,UPI,Pending,Chandigarh,ATM
TXN000002846,ACC0001169,2024-03-19,Debit,73300.84,Amazon,UPI,Success,Chandigarh,Branch
TXN000002847,ACC0000202,2025-05-14,Debit,42477.68,IRCTC,RTGS,Success,Jaipur,Mobile
TXN000002848,ACC0000743,2025-12-30,Debit,40828.31,BigBasket,Cheque,Success,Bengaluru,POS
TXN000002849,ACC0000311,2026-04-22,Credit,88151.03,Netflix,NEFT,Success,Hyderabad,POS
TXN000002850,ACC0000059,2024-12-30,Credit,87792.17,Flipkart,NEFT,Success,Delhi,Branch
TXN000002851,ACC0000904,2026-05-16,Credit,101182.51,Fuel Station,IMPS,Success,Mumbai,Branch
TXN000002852,ACC0000759,2025-05-31,Credit,36133.65,Reliance Digital,UPI,Success,Lucknow,Branch
TXN000002853,ACC0000984,2025-01-20,Debit,43979.11,School Fees,ATM,Success,Jaipur,Web
TXN000002854,ACC0000401,2026-03-06,Credit,141530.11,School Fees,ATM,Failed,Jaipur,Branch
TXN000002855,ACC0000136,2025-12-31,Debit,6354.34,Ola,RTGS,Success,Kochi,Web
TXN000002856,ACC0000604,2025-03-08,Credit,6219.33,Flipkart,NetBanking,Success,Chennai,Branch
TXN000002857,ACC0001192,2026-02-01,Credit,54952.74,DMart,ATM,Failed,Delhi,ATM
TXN000002858,ACC0001399,2024-07-18,Debit,132621.52,Reliance Digital,ATM,Success,Chandigarh,Web
TXN000002859,ACC0001292,2026-05-04,Credit,113728.55,Fuel Station,NEFT,Success,Bengaluru,Mobile
TXN000002860,ACC0001282,2026-03-31,Debit,23982.4,Jio,UPI,Failed,Chandigarh,Web
TXN000002861,ACC0001166,2025-06-24,Credit,33000.26,Jio,Cheque,Reversed,Chandigarh,POS
TXN000002862,ACC0000233,2026-04-23,Debit,99229.48,Amazon,UPI,Success,Hyderabad,POS
TXN000002863,ACC0001141,2025-08-14,Credit,59897.56,Insurance Premium,UPI,Success,Bengaluru,Branch
TXN000002864,ACC0000922,2026-03-12,Debit,47503.78,Airtel,NetBanking,Success,Chandigarh,Mobile
TXN000002865,ACC0000143,2024-12-23,Debit,102256.15,Ola,Cheque,Success,Kochi,ATM
TXN000002866,ACC0000510,2025-02-05,Debit,84856.35,IRCTC,ATM,Success,Chandigarh,Web
TXN000002867,ACC0000475,2025-09-29,Debit,39401.01,Zomato,UPI,Success,Lucknow,Branch
TXN000002868,ACC0001276,2025-09-13,Credit,48150.48,Flipkart,UPI,Success,Ahmedabad,Branch
TXN000002869,ACC0000982,2025-09-22,Credit,134252.52,DMart,POS,Success,Chandigarh,Mobile
TXN000002870,ACC0000051,2024-08-19,Credit,107702.66,DMart,RTGS,Failed,Bengaluru,ATM
TXN000002871,ACC0000787,2024-08-09,Debit,48028.09,Ola,UPI,Success,Bhopal,Branch
TXN000002872,ACC0001181,2025-08-11,Credit,78194.15,IRCTC,RTGS,Pending,Pune,POS
TXN000002873,ACC0000707,2024-01-28,Debit,110874.86,BigBasket,UPI,Success,Delhi,Branch
TXN000002874,ACC0001390,2025-07-17,Credit,116080.09,Ola,Cheque,Success,Mumbai,ATM
