loan_id,customer_id,loan_type,loan_amount,interest_rate,tenure_months,emi_amount,loan_start_date,loan_status,collateral_required
LOAN0000286,CUST000622,Personal Loan,409187,17.01,120,7114.17,2022-12-21,Active,Yes
LOAN0000287,CUST000882,Business Loan,3133906,12.83,84,56722.66,2024-09-30,Active,No
LOAN0000288,CUST000036,Car Loan,1911513,13.56,240,23161.69,2025-05-13,Defaulted,No
LOAN0000289,CUST000792,Car Loan,3053143,11.01,12,269856.08,2022-05-30,Active,No
LOAN0000290,CUST000244,Business Loan,4851962,18.43,60,124345.72,2024-06-26,Closed,No
LOAN0000291,CUST000119,Personal Loan,5505555,7.22,36,170549.89,2021-03-25,Closed,Yes
LOAN0000292,CUST000473,Gold Loan,1189738,17.23,120,20851.09,2019-02-05,Active,Yes
LOAN0000293,CUST000167,Education Loan,6615336,10.86,36,216139.29,2025-12-09,Active,No
LOAN0000294,CUST000724,Personal Loan,3351782,17.0,36,119500.17,2018-05-09,Closed,No
LOAN0000295,CUST000594,Home Loan,6195115,15.47,120,101739.42,2021-05-11,Active,No
LOAN0000296,CUST000137,Gold Loan,1372581,10.65,60,29604.21,2023-11-04,Active,No
LOAN0000297,CUST000197,Home Loan,4582237,10.65,48,117652.97,2018-06-09,Active,Yes
LOAN0000298,CUST000202,Personal Loan,705729,10.24,48,17980.56,2020-08-27,Active,No
LOAN0000299,CUST000687,Personal Loan,5895012,12.67,84,106187.07,2018-02-25,Active,Yes
LOAN0000300,CUST000870,Business Loan,56857,9.85,60,1203.85,2020-10-21,Active,Yes
LOAN0000301,CUST000236,Personal Loan,6711819,14.35,60,157392.84,2025-10-21,Active,No
LOAN0000302,CUST000570,Personal Loan,1825591,17.54,48,53188.92,2023-05-13,Active,No
LOAN0000303,CUST000203,Business Loan,6270680,8.79,240,55574.82,2024-02-13,Under Review,Yes
LOAN0000304,CUST000921,Car Loan,5479751,13.68,120,84030.99,2023-02-03,Defaulted,Yes
LOAN0000305,CUST000091,Home Loan,841367,9.49,36,26947.53,2018-01-07,Active,No
LOAN0000306,CUST000259,Personal Loan,3412947,13.74,84,63469.47,2018-03-22,Active,Yes
LOAN0000307,CUST000820,Business Loan,5840055,12.06,60,130085.94,2022-10-17,Active,No
LOAN0000308,CUST000239,Education Loan,6350782,10.97,24,295907.77,2022-09-12,Under Review,Yes
LOAN0000309,CUST000317,Gold Loan,1687037,15.29,180,23947.54,2025-05-02,Active,No
LOAN0000310,CUST000282,Home Loan,1086206,15.21,12,98146.79,2022-03-05,Active,Yes
LOAN0000311,CUST000919,Car Loan,2256722,9.7,120,29449.11,2020-08-13,Active,Yes
LOAN0000312,CUST000901,Business Loan,1504507,12.07,120,21646.23,2024-08-20,Active,Yes
LOAN0000313,CUST000959,Education Loan,4641672,16.88,180,71041.14,2023-05-07,Closed,No
LOAN0000314,CUST000242,Home Loan,6459267,15.08,36,224165.75,2023-07-16,Active,No
LOAN0000315,CUST000218,Business Loan,6126277,9.94,180,65608.6,2021-11-17,Active,No
LOAN0000316,CUST000666,Home Loan,4660235,16.35,12,423599.37,2021-04-02,Active,Yes
LOAN0000317,CUST000638,Education Loan,3427798,7.26,48,82497.01,2020-11-06,Active,Yes
LOAN0000318,CUST000512,Personal Loan,4607254,11.73,84,80666.88,2021-10-09,Active,Yes
LOAN0000319,CUST000098,Car Loan,2705417,16.83,48,77827.18,2018-04-19,Active,No
LOAN0000320,CUST000093,Home Loan,6879596,12.65,120,101304.44,2023-03-09,Active,Yes
LOAN0000321,CUST000628,Gold Loan,7301430,17.33,12,667069.11,2021-02-25,Closed,Yes
LOAN0000322,CUST000463,Home Loan,638652,14.87,12,57604.48,2025-12-02,Closed,Yes
LOAN0000323,CUST000127,Car Loan,5427988,12.39,24,256503.95,2021-06-20,Active,No
LOAN0000324,CUST000147,Car Loan,6227473,18.49,180,102491.68,2025-05-05,Active,Yes
LOAN0000325,CUST000223,Business Loan,7410462,18.39,36,269357.99,2025-07-24,Closed,No
LOAN0000326,CUST000294,Car Loan,1403102,14.26,48,38525.08,2020-10-23,Closed,No
LOAN0000327,CUST000269,Education Loan,1421661,18.49,120,26066.39,2025-08-01,Closed,No
LOAN0000328,CUST000988,Car Loan,6682615,12.5,60,150345.06,2018-02-16,Active,Yes
LOAN0000329,CUST000045,Business Loan,2642811,10.42,48,67562.83,2018-07-16,Active,Yes
LOAN0000330,CUST000331,Car Loan,5101835,10.41,36,165605.68,2019-03-27,Active,Yes
LOAN0000331,CUST000425,Education Loan,5802089,15.46,60,139436.22,2020-07-16,Active,Yes
LOAN0000332,CUST000998,Personal Loan,1075273,14.29,12,96692.45,2026-02-26,Closed,No
LOAN0000333,CUST000159,Personal Loan,1328428,7.94,48,32393.41,2019-10-29,Active,Yes
LOAN0000334,CUST000292,Gold Loan,1444969,10.66,24,67119.02,2021-02-15,Active,No
LOAN0000335,CUST000115,Education Loan,4932384,9.3,48,123446.41,2020-09-13,Active,Yes
LOAN0000336,CUST000630,Business Loan,1152775,15.34,84,22465.29,2020-04-03,Active,Yes
LOAN0000337,CUST000403,Home Loan,6885388,13.85,36,234824.93,2018-03-06,Closed,No
LOAN0000338,CUST000370,Business Loan,2347961,8.49,12,204777.78,2023-02-23,Active,Yes
LOAN0000339,CUST000752,Gold Loan,7007983,7.94,120,84804.15,2019-08-26,Active,Yes
LOAN0000340,CUST000494,Home Loan,5685855,9.69,36,182640.12,2025-11-30,Active,Yes
LOAN0000341,CUST000437,Business Loan,4609066,13.1,24,219339.95,2025-08-01,Active,Yes
LOAN0000342,CUST000151,Education Loan,883182,11.35,36,29060.85,2023-05-09,Active,No
LOAN0000343,CUST000117,Education Loan,6547991,7.66,84,100952.75,2018-04-23,Active,No
LOAN0000344,CUST000592,Education Loan,2613511,10.56,36,85019.45,2022-02-28,Active,Yes
LOAN0000345,CUST000137,Gold Loan,315715,9.67,60,6656.86,2020-06-01,Active,No
LOAN0000346,CUST000275,Home Loan,4790342,12.18,48,126571.86,2021-03-10,Active,No
LOAN0000347,CUST000993,Business Loan,4297264,15.65,12,389183.06,2018-07-16,Closed,Yes
LOAN0000348,CUST000899,Gold Loan,5161704,17.37,36,184980.72,2018-10-14,Active,No
LOAN0000349,CUST000105,Car Loan,7067200,14.22,240,89013.57,2019-09-05,Closed,No
LOAN0000350,CUST000674,Home Loan,6125449,16.97,36,218297.52,2025-08-20,Active,Yes
LOAN0000351,CUST000940,Gold Loan,4840370,7.8,12,420608.71,2022-08-30,Under Review,No
LOAN0000352,CUST000766,Car Loan,4196370,16.07,48,119076.8,2024-09-09,Active,Yes
LOAN0000353,CUST000390,Home Loan,3690147,10.6,24,171305.28,2023-09-29,Active,No
LOAN0000354,CUST000281,Personal Loan,915665,10.73,180,10252.7,2025-05-28,Active,Yes
LOAN0000355,CUST000566,Car Loan,1223357,15.71,48,34488.85,2019-12-22,Active,Yes
LOAN0000356,CUST000879,Education Loan,3404577,14.14,60,79465.88,2023-05-01,Active,Yes
LOAN0000357,CUST000753,Education Loan,4000360,14.54,84,76165.18,2023-02-14,Active,No
LOAN0000358,CUST000594,Education Loan,6515851,8.79,24,297047.55,2025-09-27,Closed,Yes
LOAN0000359,CUST000900,Car Loan,4095916,17.71,24,203911.46,2022-10-23,Under Review,No
LOAN0000360,CUST000915,Personal Loan,3482414,15.37,48,97572.59,2019-07-18,Closed,No
LOAN0000361,CUST000556,Personal Loan,4114165,8.68,12,359179.58,2021-09-29,Active,No
LOAN0000362,CUST000554,Personal Loan,460614,12.86,120,6839.48,2025-12-07,Active,No
LOAN0000363,CUST000359,Car Loan,334304,8.2,84,5243.91,2020-05-17,Active,No
LOAN0000364,CUST000213,Home Loan,5312791,14.16,60,124060.49,2023-09-23,Active,No
LOAN0000365,CUST000954,Gold Loan,4177759,14.74,120,66738.22,2025-09-03,Active,No
LOAN0000366,CUST000722,Home Loan,3766679,9.29,24,172581.38,2021-10-02,Closed,No
LOAN0000367,CUST000718,Business Loan,1570194,17.92,12,143895.6,2018-02-27,Defaulted,No
LOAN0000368,CUST000514,Education Loan,1422205,11.66,24,66722.54,2024-09-27,Closed,Yes
LOAN0000369,CUST000593,Education Loan,6000677,10.67,120,81542.4,2025-05-13,Active,No
LOAN0000370,CUST000804,Home Loan,6350626,8.91,48,157764.34,2023-04-21,Active,No
LOAN0000371,CUST000614,Gold Loan,791230,16.74,48,22724.68,2019-08-06,Active,No
LOAN0000372,CUST000600,Car Loan,671942,11.78,24,31561.65,2019-11-27,Closed,Yes
LOAN0000373,CUST000725,Car Loan,5639845,11.84,24,265065.88,2018-06-28,Active,No
LOAN0000374,CUST000104,Gold Loan,748922,14.18,180,10064.44,2022-09-30,Active,No
LOAN0000375,CUST000962,Business Loan,3423272,12.61,24,162122.2,2024-06-10,Active,No
LOAN0000376,CUST000040,Gold Loan,460361,10.64,120,6248.02,2023-09-07,Closed,No
LOAN0000377,CUST000453,Gold Loan,2552003,15.71,120,42289.33,2023-02-04,Under Review,Yes
LOAN0000378,CUST000340,Personal Loan,4388737,15.53,36,153278.54,2022-10-11,Active,Yes
LOAN0000379,CUST000443,Business Loan,1334674,9.27,120,17102.73,2021-05-06,Active,Yes
LOAN0000380,CUST000268,Home Loan,4065531,11.75,84,71225.33,2022-11-10,Closed,Yes
LOAN0000381,CUST000160,Home Loan,816718,13.83,24,39147.43,2024-06-30,Active,No
LOAN0000382,CUST000337,Business Loan,3232151,12.73,84,58325.77,2024-07-16,Active,No
LOAN0000383,CUST000415,Education Loan,945733,10.25,120,12629.22,2020-02-15,Active,No
LOAN0000384,CUST000526,Car Loan,2827384,12.67,60,63855.05,2019-05-18,Active,No
LOAN0000385,CUST000115,Gold Loan,3905933,9.68,180,41212.02,2025-07-02,Active,No
LOAN0000386,CUST000231,Car Loan,5377575,11.62,48,140610.92,2018-02-17,Active,Yes
LOAN0000387,CUST000015,Personal Loan,6480299,15.73,84,127717.58,2018-05-23,Active,Yes
LOAN0000388,CUST000634,Gold Loan,4793705,7.83,84,74310.35,2024-04-09,Active,No
LOAN0000389,CUST000639,Gold Loan,3552902,17.96,84,74591.04,2021-12-17,Closed,No
LOAN0000390,CUST000655,Personal Loan,849058,10.42,180,9343.41,2018-03-10,Active,Yes
LOAN0000391,CUST000529,Gold Loan,3474667,17.91,12,318408.64,2018-04-03,Active,Yes
LOAN0000392,CUST000420,Gold Loan,6696878,12.05,180,80589.34,2021-01-08,Active,Yes
LOAN0000393,CUST000079,Personal Loan,7462231,8.85,180,75022.5,2022-10-01,Closed,Yes
LOAN0000394,CUST000041,Home Loan,4114969,12.55,12,366669.62,2025-08-28,Active,Yes
LOAN0000395,CUST000273,Car Loan,6131364,12.53,120,89856.01,2021-07-25,Active,Yes
LOAN0000396,CUST000800,Personal Loan,345309,13.29,12,30889.06,2019-12-29,Active,No
LOAN0000397,CUST000123,Personal Loan,1888788,9.44,120,24378.45,2022-02-24,Closed,No
LOAN0000398,CUST000080,Home Loan,2349474,16.94,84,47931.96,2024-01-19,Active,No
LOAN0000399,CUST000672,Home Loan,6372727,9.7,36,204733.56,2020-03-22,Active,No
LOAN0000400,CUST000555,Education Loan,6298503,17.38,60,157823.84,2020-01-27,Active,Yes
LOAN0000401,CUST000323,Education Loan,6693216,14.3,24,322310.0,2022-11-08,Closed,No
LOAN0000402,CUST000057,Car Loan,7339082,12.16,60,163847.83,2020-07-01,Closed,No
LOAN0000403,CUST000528,Personal Loan,1531980,8.96,84,24617.06,2021-01-28,Closed,Yes
LOAN0000404,CUST000523,Gold Loan,60269,7.26,60,1200.81,2022-08-08,Active,No
LOAN0000405,CUST000686,Home Loan,2572357,7.34,84,39252.7,2025-10-11,Active,No
LOAN0000406,CUST000416,Business Loan,5066672,17.65,36,182283.97,2025-01-28,Active,No
LOAN0000407,CUST000094,Education Loan,6269457,9.07,84,101092.65,2019-07-02,Active,Yes
LOAN0000408,CUST000197,Education Loan,3643121,8.35,24,165350.65,2025-08-15,Active,No
LOAN0000409,CUST000926,Education Loan,5060446,16.73,240,73189.42,2019-12-06,Closed,No
LOAN0000410,CUST000199,Gold Loan,7123305,14.81,36,246269.44,2020-05-08,Active,Yes
LOAN0000411,CUST000096,Education Loan,7378958,18.33,24,369565.49,2019-12-09,Active,Yes
LOAN0000412,CUST000399,Car Loan,3949117,16.78,36,140364.78,2020-08-13,Active,Yes
LOAN0000413,CUST000766,Gold Loan,5113699,9.0,240,46009.28,2019-06-14,Active,Yes
LOAN0000414,CUST000295,Business Loan,2745010,15.2,240,36552.31,2023-04-29,Active,Yes
LOAN0000415,CUST000847,Personal Loan,1225400,16.95,24,60557.11,2020-11-14,Active,Yes
LOAN0000416,CUST000151,Gold Loan,2385638,17.29,48,69196.14,2024-12-15,Closed,Yes
LOAN0000417,CUST000514,Business Loan,3238395,11.56,84,56407.32,2026-03-30,Active,Yes
LOAN0000418,CUST000209,Personal Loan,2314154,16.39,48,66046.92,2020-07-23,Closed,No
LOAN0000419,CUST000876,Car Loan,4179978,8.04,180,40042.63,2020-05-20,Active,Yes
LOAN0000420,CUST000175,Education Loan,1969924,9.98,180,21144.81,2023-12-20,Closed,Yes
LOAN0000421,CUST000773,Gold Loan,4593600,16.09,120,77206.67,2018-03-18,Active,No
LOAN0000422,CUST000776,Business Loan,5957634,8.38,48,146508.28,2019-01-27,Active,Yes
LOAN0000423,CUST000530,Business Loan,7274008,17.29,120,127760.37,2021-09-13,Active,No
LOAN0000424,CUST000423,Education Loan,7498975,13.95,12,673134.94,2022-04-20,Defaulted,Yes
LOAN0000425,CUST000823,Home Loan,2113669,16.98,60,52507.39,2022-06-25,Closed,Yes
LOAN0000426,CUST000038,Business Loan,6063308,13.37,180,78197.57,2023-02-25,Closed,No
LOAN0000427,CUST000417,Car Loan,2214050,13.52,240,26763.75,2023-01-11,Active,No
LOAN0000428,CUST000514,Gold Loan,4423182,11.91,48,116283.99,2024-06-03,Closed,No
LOAN0000429,CUST000633,Home Loan,3705394,15.29,60,88716.12,2025-08-15,Active,No
LOAN0000430,CUST000913,Education Loan,3382969,17.25,120,59332.21,2020-11-08,Defaulted,No
LOAN0000431,CUST000841,Education Loan,2390974,15.72,24,116749.9,2022-03-16,Active,Yes
LOAN0000432,CUST000734,Gold Loan,539706,13.87,180,7140.41,2021-07-17,Active,Yes
LOAN0000433,CUST000472,Gold Loan,2118641,13.23,48,57079.98,2021-12-23,Active,Yes
LOAN0000434,CUST000715,Gold Loan,7178696,10.83,180,80828.16,2024-03-10,Active,No
LOAN0000435,CUST000552,Home Loan,262472,12.64,180,3258.98,2025-06-24,Active,Yes
LOAN0000436,CUST000745,Business Loan,3247586,17.13,24,160770.94,2018-03-18,Active,No
LOAN0000437,CUST000622,Education Loan,2521817,13.36,60,57844.9,2021-06-18,Active,No
LOAN0000438,CUST000906,Personal Loan,2017173,12.54,120,29573.74,2022-10-05,Closed,Yes
LOAN0000439,CUST000439,Education Loan,1173223,16.91,60,29100.87,2020-02-23,Active,No
LOAN0000440,CUST000166,Gold Loan,2042081,13.96,240,25334.4,2020-10-01,Defaulted,Yes
LOAN0000441,CUST000849,Home Loan,2758117,17.93,36,99615.71,2020-09-19,Active,Yes
LOAN0000442,CUST000527,Car Loan,2477652,15.11,120,40140.25,2023-01-21,Closed,Yes
LOAN0000443,CUST000209,Car Loan,6715966,7.58,60,134829.64,2018-08-20,Closed,Yes
LOAN0000444,CUST000173,Gold Loan,4759034,10.89,180,53762.77,2024-04-23,Defaulted,No
LOAN0000445,CUST000605,Home Loan,2303782,12.23,12,204936.2,2025-03-25,Active,Yes
LOAN0000446,CUST000680,Business Loan,5793756,10.47,24,268611.02,2023-06-08,Active,Yes
LOAN0000447,CUST000320,Home Loan,2043883,17.5,48,59506.37,2023-04-21,Closed,Yes
LOAN0000448,CUST000115,Car Loan,1646357,15.29,84,32037.81,2021-09-30,Active,No
LOAN0000449,CUST000276,Car Loan,2892318,10.6,84,48917.32,2019-08-30,Active,No
LOAN0000450,CUST000593,Business Loan,3296339,10.47,36,107092.45,2021-02-13,Active,Yes
LOAN0000451,CUST000701,Business Loan,1147872,15.07,36,39830.72,2024-07-14,Active,No
LOAN0000452,CUST000270,Education Loan,7246992,11.84,240,78988.73,2026-02-14,Under Review,No
LOAN0000453,CUST000324,Gold Loan,6393616,7.63,36,199263.17,2022-02-10,Active,Yes
LOAN0000454,CUST000843,Car Loan,404556,16.26,180,6015.21,2021-11-30,Active,No
LOAN0000455,CUST000727,Car Loan,5035329,11.62,84,87867.3,2019-03-13,Active,Yes
LOAN0000456,CUST000839,Business Loan,342300,17.53,84,7100.42,2026-02-15,Active,No
LOAN0000457,CUST000216,Business Loan,3102659,15.87,120,51722.53,2018-06-18,Active,No
LOAN0000458,CUST000426,Education Loan,3138832,14.57,180,43009.96,2021-02-03,Closed,Yes
LOAN0000459,CUST000593,Personal Loan,2252206,11.51,84,39169.84,2024-11-10,Active,No
LOAN0000460,CUST000079,Business Loan,701741,17.49,36,25190.45,2025-11-25,Closed,Yes
LOAN0000461,CUST000721,Business Loan,566410,14.03,180,7554.54,2022-02-28,Active,Yes
LOAN0000462,CUST000987,Education Loan,6349140,16.3,180,94581.26,2021-09-07,Closed,Yes
LOAN0000463,CUST000637,Personal Loan,1684616,12.32,48,44627.54,2019-12-14,Active,No
LOAN0000464,CUST000451,Business Loan,5351997,18.03,36,193568.07,2024-05-02,Closed,No
LOAN0000465,CUST000772,Home Loan,1556801,12.9,12,138976.2,2021-09-05,Closed,No
LOAN0000466,CUST000271,Personal Loan,2047738,8.66,180,20357.4,2019-10-04,Defaulted,No
LOAN0000467,CUST000011,Personal Loan,4010124,13.22,120,60396.94,2021-01-13,Active,Yes
LOAN0000468,CUST000676,Personal Loan,1022656,15.97,120,17111.72,2018-10-21,Closed,No
LOAN0000469,CUST000368,Personal Loan,6081927,15.54,240,82523.26,2025-04-16,Active,No
LOAN0000470,CUST000952,Home Loan,2733327,10.94,36,89407.98,2021-12-15,Active,Yes
LOAN0000471,CUST000191,Education Loan,2410468,15.56,180,34665.89,2025-08-17,Active,No
LOAN0000472,CUST000271,Home Loan,2425314,17.38,84,50097.31,2020-10-15,Closed,Yes
LOAN0000473,CUST000232,Education Loan,4477069,11.46,36,147550.7,2018-05-22,Active,No
LOAN0000474,CUST000001,Gold Loan,6836402,8.61,24,311097.38,2020-08-29,Active,No
LOAN0000475,CUST000477,Gold Loan,4930453,16.34,60,120791.56,2024-02-05,Active,No
LOAN0000476,CUST000109,Business Loan,5144902,8.35,60,105183.99,2019-03-27,Under Review,Yes
LOAN0000477,CUST000988,Gold Loan,812701,15.7,84,16003.37,2018-02-28,Active,No
LOAN0000478,CUST000829,Gold Loan,5534167,8.05,12,481536.44,2023-08-03,Active,Yes
LOAN0000479,CUST000913,Business Loan,3572111,7.9,120,43151.04,2019-03-24,Active,No
LOAN0000480,CUST000622,Car Loan,5919307,13.01,36,199473.36,2018-02-22,Active,No
LOAN0000481,CUST000472,Car Loan,2164351,10.22,24,100093.73,2018-05-10,Active,Yes
LOAN0000482,CUST000921,Car Loan,4444770,11.29,36,146127.24,2023-01-21,Active,Yes
LOAN0000483,CUST000862,Education Loan,2162164,16.9,24,106798.42,2024-05-03,Closed,Yes
LOAN0000484,CUST000083,Personal Loan,6043760,13.02,240,70893.35,2025-07-25,Under Review,No
LOAN0000485,CUST000512,Home Loan,3283536,17.63,24,163341.17,2018-06-23,Active,Yes
LOAN0000486,CUST000042,Personal Loan,1678568,14.57,180,23000.64,2018-01-06,Active,No
LOAN0000487,CUST000780,Home Loan,3179825,11.33,84,54999.65,2020-08-10,Active,No
LOAN0000488,CUST000270,Gold Loan,1311588,16.96,48,37818.79,2025-08-12,Active,Yes
LOAN0000489,CUST000113,Gold Loan,6801292,18.28,120,123777.88,2024-07-02,Active,No
LOAN0000490,CUST000949,Home Loan,3065708,17.76,12,280714.04,2024-04-20,Defaulted,No
LOAN0000491,CUST000035,Education Loan,3461176,11.94,180,41406.42,2024-10-23,Closed,Yes
LOAN0000492,CUST000945,Education Loan,4506210,9.75,60,95190.28,2022-06-09,Active,No
LOAN0000493,CUST000965,Personal Loan,4262053,15.44,12,385571.17,2020-06-04,Defaulted,No
LOAN0000494,CUST000660,Personal Loan,1655678,7.89,180,15717.56,2024-11-16,Active,No
LOAN0000495,CUST000386,Gold Loan,6778959,7.34,12,587624.33,2019-01-29,Active,Yes
LOAN0000496,CUST000461,Personal Loan,1580526,7.31,120,18604.76,2025-09-07,Active,No
LOAN0000497,CUST000807,Business Loan,2414962,13.21,12,215935.83,2018-08-24,Active,No
LOAN0000498,CUST000891,Car Loan,3649754,12.62,36,122307.68,2024-02-28,Active,No
LOAN0000499,CUST000291,Personal Loan,7315569,7.53,24,329297.43,2025-11-21,Active,No
LOAN0000500,CUST000584,Business Loan,4489827,13.35,180,57845.08,2025-02-14,Active,Yes
LOAN0000501,CUST000553,Gold Loan,6807223,9.72,24,313239.81,2020-07-30,Active,Yes
LOAN0000502,CUST000632,Home Loan,2454965,7.5,60,49192.46,2021-12-17,Active,Yes
LOAN0000503,CUST000164,Gold Loan,6672235,10.89,60,144704.8,2018-07-16,Active,Yes
LOAN0000504,CUST000990,Car Loan,1820447,12.98,240,21301.98,2019-08-10,Closed,No
LOAN0000505,CUST000139,Personal Loan,3517562,8.12,240,29685.54,2021-09-06,Active,No
LOAN0000506,CUST000809,Education Loan,5012425,17.3,24,248548.78,2019-10-07,Under Review,No
LOAN0000507,CUST000979,Home Loan,4106684,17.56,240,61991.81,2020-12-18,Active,Yes
LOAN0000508,CUST000674,Business Loan,4759006,9.21,12,416645.69,2021-05-17,Closed,Yes
LOAN0000509,CUST000589,Personal Loan,6989790,16.54,60,171990.12,2026-02-17,Active,No
LOAN0000510,CUST000261,Car Loan,1584586,9.91,60,33597.64,2019-05-18,Active,No
LOAN0000511,CUST000981,Home Loan,1468416,12.87,24,69721.54,2022-05-24,Closed,No
LOAN0000512,CUST000988,Gold Loan,5708873,18.14,12,523769.88,2019-06-12,Active,Yes
LOAN0000513,CUST000264,Education Loan,486764,12.42,120,7102.34,2020-01-14,Closed,Yes
LOAN0000514,CUST000835,Personal Loan,3818675,10.04,36,123289.63,2021-11-13,Active,Yes
LOAN0000515,CUST000552,Car Loan,2022651,13.82,48,55089.47,2020-04-20,Active,Yes
LOAN0000516,CUST000178,Home Loan,388996,13.56,12,34846.35,2026-03-22,Closed,No
LOAN0000517,CUST000561,Home Loan,287698,14.83,180,3993.14,2022-03-18,Active,Yes
LOAN0000518,CUST000698,Personal Loan,3251215,7.86,36,101671.41,2024-10-03,Active,No
LOAN0000519,CUST000117,Education Loan,892909,13.17,180,11397.52,2022-05-04,Active,No
LOAN0000520,CUST000815,Personal Loan,5956233,15.1,84,115270.4,2025-06-25,Under Review,Yes
LOAN0000521,CUST000906,Business Loan,6626512,7.63,240,53910.71,2025-10-06,Active,No
LOAN0000522,CUST000530,Car Loan,6641270,16.05,12,602725.27,2020-05-01,Active,Yes
LOAN0000523,CUST000450,Gold Loan,3795945,9.97,120,50100.65,2021-03-18,Closed,No
LOAN0000524,CUST000336,Car Loan,6959592,18.19,48,205129.63,2021-05-01,Closed,Yes
LOAN0000525,CUST000952,Home Loan,1716928,10.4,60,36818.48,2023-09-19,Defaulted,No
LOAN0000526,CUST000316,Gold Loan,4527208,13.89,60,105082.21,2025-02-26,Active,Yes
LOAN0000527,CUST000582,Education Loan,4378614,12.96,180,55284.88,2024-03-17,Closed,Yes
LOAN0000528,CUST000204,Business Loan,2938694,12.09,240,32542.13,2020-01-26,Active,Yes
LOAN0000529,CUST000077,Gold Loan,6681725,15.2,84,129686.51,2025-09-24,Active,Yes
LOAN0000530,CUST000663,Business Loan,3086189,9.58,36,98975.19,2026-03-23,Active,No
LOAN0000531,CUST000750,Gold Loan,6091767,8.26,12,530645.84,2019-08-14,Closed,No
LOAN0000532,CUST000752,Education Loan,7435570,11.62,240,79910.81,2024-06-21,Active,No
LOAN0000533,CUST000429,Personal Loan,4354044,12.36,24,205692.73,2020-12-11,Active,Yes
LOAN0000534,CUST000528,Gold Loan,3678245,15.45,24,179133.19,2024-11-08,Active,Yes
LOAN0000535,CUST000011,Personal Loan,6803708,14.21,84,128292.15,2023-07-08,Active,Yes
LOAN0000536,CUST000335,Car Loan,1746337,17.66,120,31085.16,2025-07-24,Active,No
LOAN0000537,CUST000225,Education Loan,5300762,16.9,240,77348.76,2021-11-29,Defaulted,Yes
LOAN0000538,CUST000904,Car Loan,2093941,7.24,36,64884.84,2025-03-02,Closed,No
LOAN0000539,CUST000952,Car Loan,2725115,7.95,240,22709.23,2018-09-26,Active,Yes
LOAN0000540,CUST000296,Education Loan,6162306,13.63,36,209507.31,2019-05-09,Active,Yes
LOAN0000541,CUST000954,Gold Loan,6599811,7.56,12,572765.39,2026-01-04,Closed,Yes
LOAN0000542,CUST000942,Gold Loan,1834767,12.46,48,48731.88,2025-12-01,Active,No
LOAN0000543,CUST000069,Home Loan,2334697,17.74,36,84100.69,2022-01-15,Active,Yes
LOAN0000544,CUST000596,Gold Loan,4179032,10.37,84,70178.43,2024-09-10,Active,Yes
LOAN0000545,CUST000507,Car Loan,3066815,13.18,36,103599.21,2019-11-04,Active,Yes
LOAN0000546,CUST000314,Personal Loan,3198110,10.19,48,81404.46,2018-03-16,Active,No
LOAN0000547,CUST000249,Business Loan,381663,13.7,48,10372.16,2018-03-06,Active,Yes
LOAN0000548,CUST000868,Gold Loan,3749047,17.47,60,94123.54,2023-01-01,Active,Yes
LOAN0000549,CUST000513,Business Loan,282904,17.92,36,10216.31,2021-04-10,Closed,No
LOAN0000550,CUST000590,Personal Loan,4131568,18.35,180,67578.65,2025-09-23,Closed,No
LOAN0000551,CUST000284,Car Loan,1207247,14.73,12,108810.33,2024-02-15,Active,No
LOAN0000552,CUST000276,Home Loan,5587690,9.44,180,58145.91,2018-12-15,Active,Yes
LOAN0000553,CUST000789,Education Loan,4829552,17.52,84,100152.53,2025-01-16,Defaulted,Yes
LOAN0000554,CUST000676,Personal Loan,4576096,8.93,180,46223.45,2020-04-20,Closed,Yes
LOAN0000555,CUST000863,Car Loan,7298728,15.65,84,143516.64,2023-12-07,Closed,Yes
LOAN0000556,CUST000837,Education Loan,3531044,15.7,84,69531.83,2023-02-04,Active,Yes
LOAN0000557,CUST000497,Home Loan,4509074,8.54,120,56002.57,2021-05-25,Defaulted,No
LOAN0000558,CUST000629,Car Loan,920014,8.69,48,22759.4,2022-08-08,Active,Yes
LOAN0000559,CUST000236,Education Loan,2322161,7.83,12,201818.66,2022-07-04,Active,No
LOAN0000560,CUST000332,Education Loan,2907701,14.39,24,140143.43,2022-01-02,Active,No
LOAN0000561,CUST000981,Education Loan,201046,16.19,12,18259.16,2022-03-18,Under Review,Yes
LOAN0000562,CUST000353,Home Loan,3909129,10.11,24,180585.0,2020-01-05,Active,Yes
LOAN0000563,CUST000069,Business Loan,5306193,18.23,36,192444.37,2020-09-06,Active,No
LOAN0000564,CUST000126,Personal Loan,6022558,13.2,48,162168.62,2021-12-25,Closed,Yes
LOAN0000565,CUST000572,Car Loan,2912315,12.84,84,52727.73,2018-10-23,Closed,No
LOAN0000566,CUST000299,Education Loan,1771361,12.89,36,59590.34,2020-11-21,Closed,No
LOAN0000567,CUST000216,Car Loan,4459582,14.72,180,61562.71,2019-08-15,Under Review,Yes
LOAN0000568,CUST000666,Education Loan,2954585,7.33,12,256100.33,2025-07-11,Active,Yes
LOAN0000569,CUST000531,Home Loan,5232473,10.59,48,134196.53,2025-08-16,Closed,No
LOAN0000570,CUST000871,Personal Loan,6575320,7.25,24,295139.81,2025-04-04,Active,No
LOAN0000571,CUST000889,Personal Loan,3271955,9.48,48,82170.53,2018-09-07,Active,No
