card_id,customer_id,card_type,credit_limit,available_limit,outstanding_balance,issue_date,expiry_date,card_status
CARD0000295,CUST000021,Gold,75000,9829.66,65170.34,2020-11-24,2027-07-21,Active
CARD0000296,CUST000539,Platinum,300000,33116.88,266883.12,2023-11-16,2031-05-07,Active
CARD0000297,CUST000054,Gold,75000,15164.81,59835.19,2024-06-07,2029-04-15,Active
CARD0000298,CUST000968,Business,150000,41403.69,108596.31,2024-03-04,2029-04-21,Closed
CARD0000299,CUST000955,Classic,300000,218478.73,81521.27,2021-04-30,2030-01-16,Active
CARD0000300,CUST000142,Business,300000,161789.45,138210.55,2022-05-27,2027-07-07,Active
CARD0000301,CUST000240,Classic,50000,40751.19,9248.81,2021-05-10,2028-11-17,Blocked
CARD0000302,CUST000636,Classic,75000,30153.42,44846.58,2025-08-09,2027-12-21,Active
CARD0000303,CUST000703,Business,200000,187913.57,12086.43,2022-12-11,2030-09-15,Active
CARD0000304,CUST000202,Business,75000,23803.58,51196.42,2022-10-28,2029-12-04,Active
CARD0000305,CUST000374,Platinum,150000,66495.81,83504.19,2022-07-15,2027-04-21,Active
CARD0000306,CUST000005,Signature,100000,99891.14,108.86,2023-03-09,2031-07-04,Active
CARD0000307,CUST000782,Signature,75000,44734.56,30265.44,2020-09-13,2030-10-13,Active
CARD0000308,CUST000001,Business,300000,57897.86,242102.14,2017-07-26,2029-05-01,Active
CARD0000309,CUST000079,Signature,75000,31162.34,43837.66,2022-06-29,2030-08-18,Active
CARD0000310,CUST000952,Platinum,500000,284154.81,215845.19,2017-08-27,2031-11-08,Active
CARD0000311,CUST000085,Business,200000,151947.63,48052.37,2021-04-08,2029-08-04,Active
CARD0000312,CUST000279,Platinum,200000,55206.61,144793.39,2023-08-17,2028-03-27,Active
CARD0000313,CUST000756,Gold,75000,56051.78,18948.22,2020-03-26,2031-09-30,Closed
CARD0000314,CUST000196,Gold,50000,26104.86,23895.14,2017-10-20,2030-12-20,Active
CARD0000315,CUST000887,Classic,500000,193594.88,306405.12,2024-05-24,2030-04-08,Active
CARD0000316,CUST000442,Signature,150000,26437.41,123562.59,2024-12-06,2028-05-06,Active
CARD0000317,CUST000688,Gold,500000,374560.94,125439.06,2023-03-27,2030-10-12,Closed
CARD0000318,CUST000047,Classic,150000,31913.63,118086.37,2019-03-01,2027-08-24,Expired
CARD0000319,CUST000446,Platinum,75000,14827.69,60172.31,2023-08-11,2027-08-25,Active
CARD0000320,CUST000514,Signature,200000,98102.4,101897.6,2017-12-22,2029-12-17,Active
CARD0000321,CUST000200,Business,75000,63633.52,11366.48,2019-04-13,2027-04-03,Active
CARD0000322,CUST000195,Signature,50000,47753.95,2246.05,2020-12-28,2031-07-26,Active
CARD0000323,CUST000809,Signature,75000,60160.01,14839.99,2024-06-06,2029-08-30,Active
CARD0000324,CUST000299,Gold,75000,7565.38,67434.62,2023-12-24,2029-11-09,Closed
CARD0000325,CUST000593,Classic,75000,10785.33,64214.67,2023-05-26,2027-09-04,Active
CARD0000326,CUST000763,Classic,150000,147901.39,2098.61,2020-04-20,2028-12-10,Expired
CARD0000327,CUST000213,Business,50000,9089.23,40910.77,2021-07-03,2028-12-17,Active
CARD0000328,CUST000097,Gold,300000,177743.94,122256.06,2024-11-16,2027-03-24,Active
CARD0000329,CUST000508,Business,150000,98325.88,51674.12,2021-03-01,2027-03-09,Blocked
CARD0000330,CUST000669,Classic,50000,19027.87,30972.13,2022-03-02,2028-02-18,Active
CARD0000331,CUST000901,Classic,500000,221413.86,278586.14,2022-04-18,2028-09-13,Active
CARD0000332,CUST000119,Signature,300000,257708.25,42291.75,2021-04-22,2031-12-15,Active
CARD0000333,CUST000866,Business,100000,23419.74,76580.26,2018-09-25,2029-07-19,Active
CARD0000334,CUST000775,Signature,200000,168949.57,31050.43,2019-09-22,2029-02-26,Active
CARD0000335,CUST000990,Signature,150000,139666.36,10333.64,2022-10-03,2030-03-14,Active
CARD0000336,CUST000355,Business,75000,36159.36,38840.64,2017-03-25,2028-08-31,Blocked
CARD0000337,CUST000997,Signature,75000,46350.28,28649.72,2023-03-28,2031-01-27,Active
CARD0000338,CUST000406,Platinum,50000,29714.76,20285.24,2021-07-07,2030-08-18,Active
CARD0000339,CUST000476,Gold,200000,21712.25,178287.75,2021-07-02,2029-06-19,Closed
CARD0000340,CUST000466,Gold,75000,54033.74,20966.26,2024-04-10,2031-09-19,Active
CARD0000341,CUST000679,Gold,100000,41601.24,58398.76,2026-03-15,2029-08-19,Active
CARD0000342,CUST000484,Signature,150000,105551.77,44448.23,2018-09-01,2027-12-19,Blocked
CARD0000343,CUST000182,Gold,75000,42875.01,32124.99,2021-12-26,2029-08-30,Active
CARD0000344,CUST000778,Platinum,500000,143031.24,356968.76,2022-11-22,2029-11-22,Active
CARD0000345,CUST000444,Business,100000,30000.76,69999.24,2017-10-27,2031-03-04,Active
CARD0000346,CUST000169,Gold,50000,14660.91,35339.09,2025-02-26,2028-03-26,Active
CARD0000347,CUST000719,Platinum,500000,355475.56,144524.44,2022-11-20,2029-07-06,Active
CARD0000348,CUST000760,Classic,150000,97869.46,52130.54,2022-01-04,2031-12-12,Active
CARD0000349,CUST000717,Business,300000,280214.33,19785.67,2018-09-21,2027-05-27,Active
CARD0000350,CUST000209,Gold,200000,121469.29,78530.71,2017-12-20,2029-06-07,Active
CARD0000351,CUST000730,Business,150000,34392.37,115607.63,2025-02-03,2029-11-22,Active
CARD0000352,CUST000523,Gold,200000,65716.2,134283.8,2024-08-20,2030-10-03,Active
CARD0000353,CUST000870,Signature,150000,101572.1,48427.9,2024-01-05,2027-06-11,Active
CARD0000354,CUST000177,Classic,300000,278287.77,21712.23,2024-06-21,2028-11-17,Active
CARD0000355,CUST000509,Gold,200000,187659.19,12340.81,2026-04-09,2029-11-06,Active
CARD0000356,CUST000761,Platinum,75000,49921.03,25078.97,2019-07-10,2028-06-09,Active
CARD0000357,CUST000802,Business,50000,21505.77,28494.23,2020-08-27,2027-03-09,Active
CARD0000358,CUST000258,Gold,500000,139418.0,360582.0,2020-10-12,2027-10-14,Blocked
CARD0000359,CUST000314,Platinum,100000,58433.07,41566.93,2022-02-12,2030-09-09,Active
CARD0000360,CUST000518,Signature,500000,461880.14,38119.86,2019-09-06,2029-03-22,Active
CARD0000361,CUST000155,Signature,200000,131571.31,68428.69,2017-10-26,2029-06-21,Blocked
CARD0000362,CUST000939,Platinum,100000,68492.59,31507.41,2023-10-02,2028-03-02,Active
CARD0000363,CUST000723,Platinum,300000,218130.02,81869.98,2025-12-25,2029-07-23,Active
CARD0000364,CUST000264,Platinum,75000,61259.19,13740.81,2019-11-17,2029-11-25,Expired
CARD0000365,CUST000983,Gold,100000,32296.49,67703.51,2023-07-22,2027-02-21,Blocked
CARD0000366,CUST000137,Business,500000,253649.94,246350.06,2022-09-03,2028-12-21,Active
CARD0000367,CUST000686,Gold,150000,20820.23,129179.77,2021-11-09,2030-03-11,Active
CARD0000368,CUST000625,Business,100000,87970.07,12029.93,2023-12-24,2031-06-29,Blocked
CARD0000369,CUST000076,Classic,75000,55144.87,19855.13,2019-06-19,2031-07-08,Expired
CARD0000370,CUST000358,Business,200000,110220.43,89779.57,2018-08-06,2030-09-06,Active
CARD0000371,CUST000852,Signature,200000,154187.87,45812.13,2021-02-09,2029-01-29,Active
CARD0000372,CUST000528,Signature,100000,26112.78,73887.22,2018-09-01,2027-03-18,Expired
CARD0000373,CUST000984,Platinum,200000,90993.76,109006.24,2023-04-26,2030-01-20,Active
CARD0000374,CUST000441,Signature,500000,91177.05,408822.95,2020-04-17,2030-02-22,Active
CARD0000375,CUST000853,Gold,200000,132919.98,67080.02,2023-05-01,2028-04-06,Active
CARD0000376,CUST000648,Gold,500000,90823.24,409176.76,2022-03-02,2031-01-06,Active
CARD0000377,CUST000392,Signature,50000,43852.09,6147.91,2019-02-09,2027-04-09,Active
CARD0000378,CUST000439,Business,300000,247983.77,52016.23,2023-10-15,2030-01-18,Active
CARD0000379,CUST000128,Classic,150000,137744.22,12255.78,2020-12-30,2029-12-14,Active
CARD0000380,CUST000197,Business,75000,42213.61,32786.39,2022-06-17,2028-06-30,Active
CARD0000381,CUST000093,Classic,50000,38741.37,11258.63,2022-09-22,2030-11-24,Blocked
CARD0000382,CUST000995,Gold,200000,65807.55,134192.45,2017-09-03,2030-11-24,Active
CARD0000383,CUST000597,Business,50000,16889.1,33110.9,2024-02-20,2030-01-23,Active
CARD0000384,CUST000746,Business,100000,12202.2,87797.8,2022-03-06,2027-03-01,Active
CARD0000385,CUST000412,Gold,75000,51648.91,23351.09,2022-05-19,2031-03-27,Active
CARD0000386,CUST000478,Gold,100000,95417.87,4582.13,2023-06-29,2029-05-20,Active
CARD0000387,CUST000506,Platinum,300000,173288.84,126711.16,2023-02-16,2031-05-19,Active
CARD0000388,CUST000050,Signature,300000,181316.36,118683.64,2019-06-14,2029-05-08,Active
CARD0000389,CUST000262,Platinum,50000,29338.43,20661.57,2018-09-01,2031-09-23,Expired
CARD0000390,CUST000259,Classic,500000,214527.22,285472.78,2024-01-17,2029-12-24,Active
CARD0000391,CUST000898,Business,100000,91965.64,8034.36,2023-09-24,2028-10-19,Active
CARD0000392,CUST000352,Gold,75000,51703.18,23296.82,2024-10-07,2030-02-09,Active
CARD0000393,CUST000889,Classic,100000,56725.72,43274.28,2019-09-30,2031-01-16,Active
CARD0000394,CUST000747,Signature,100000,91929.76,8070.24,2019-12-28,2027-07-20,Active
CARD0000395,CUST000572,Business,100000,83824.12,16175.88,2025-12-28,2029-07-25,Blocked
CARD0000396,CUST000483,Platinum,75000,38486.68,36513.32,2022-12-03,2029-06-29,Active
CARD0000397,CUST000330,Classic,75000,11411.95,63588.05,2023-11-27,2031-05-27,Active
CARD0000398,CUST000011,Signature,150000,135050.22,14949.78,2023-02-18,2027-07-03,Closed
CARD0000399,CUST000302,Business,150000,133264.48,16735.52,2024-01-06,2031-05-16,Active
CARD0000400,CUST000033,Platinum,150000,90216.8,59783.2,2023-08-29,2027-04-17,Active
CARD0000401,CUST000328,Gold,50000,12756.67,37243.33,2022-07-11,2031-02-16,Active
CARD0000402,CUST000478,Platinum,50000,32697.56,17302.44,2020-03-16,2027-02-12,Active
CARD0000403,CUST000647,Platinum,100000,15114.1,84885.9,2021-01-01,2029-01-09,Active
CARD0000404,CUST000197,Gold,50000,40691.49,9308.51,2018-07-30,2031-08-21,Blocked
CARD0000405,CUST000625,Gold,100000,92786.09,7213.91,2023-12-01,2030-01-06,Active
CARD0000406,CUST000497,Platinum,300000,188774.41,111225.59,2025-03-25,2030-07-19,Active
CARD0000407,CUST000320,Business,150000,112454.8,37545.2,2020-06-17,2030-12-09,Active
CARD0000408,CUST000032,Business,500000,73442.07,426557.93,2018-07-17,2027-07-06,Active
CARD0000409,CUST000503,Gold,150000,93096.99,56903.01,2024-05-29,2029-09-18,Active
CARD0000410,CUST000811,Classic,50000,33738.5,16261.5,2024-06-09,2027-06-02,Active
CARD0000411,CUST000992,Signature,500000,416604.94,83395.06,2022-06-11,2027-05-12,Active
CARD0000412,CUST000061,Signature,200000,58983.03,141016.97,2025-05-14,2027-07-28,Active
CARD0000413,CUST000890,Classic,75000,21673.87,53326.13,2024-06-04,2030-10-06,Active
CARD0000414,CUST000839,Signature,500000,464464.48,35535.52,2024-08-05,2030-10-06,Active
CARD0000415,CUST000822,Classic,500000,321495.06,178504.94,2023-12-16,2031-03-01,Closed
CARD0000416,CUST000005,Platinum,200000,24355.35,175644.65,2017-03-20,2027-05-12,Active
CARD0000417,CUST000648,Platinum,300000,189586.33,110413.67,2025-06-23,2028-02-26,Active
CARD0000418,CUST000341,Platinum,150000,31006.48,118993.52,2025-09-26,2027-04-12,Active
CARD0000419,CUST000523,Signature,150000,48771.15,101228.85,2023-07-19,2031-02-01,Active
CARD0000420,CUST000316,Platinum,300000,164469.81,135530.19,2020-05-01,2028-11-29,Blocked
CARD0000421,CUST000970,Signature,500000,109955.89,390044.11,2017-07-09,2031-04-18,Closed
CARD0000422,CUST000663,Business,300000,211352.65,88647.35,2019-05-08,2028-08-22,Active
CARD0000423,CUST000318,Business,500000,205266.4,294733.6,2018-09-12,2029-07-02,Active
CARD0000424,CUST000416,Classic,100000,76477.1,23522.9,2025-07-29,2029-11-10,Active
CARD0000425,CUST000923,Gold,150000,22252.14,127747.86,2021-04-01,2028-12-17,Active
CARD0000426,CUST000189,Business,300000,169750.85,130249.15,2025-05-13,2030-05-21,Active
CARD0000427,CUST000950,Platinum,100000,33253.06,66746.94,2021-11-03,2030-10-06,Active
CARD0000428,CUST000701,Gold,100000,68053.67,31946.33,2020-11-16,2029-06-08,Active
CARD0000429,CUST000549,Classic,75000,55884.82,19115.18,2021-01-12,2027-12-24,Active
CARD0000430,CUST000916,Signature,200000,71128.08,128871.92,2019-09-25,2028-05-03,Closed
CARD0000431,CUST000459,Business,500000,398532.2,101467.8,2022-11-12,2029-02-28,Active
CARD0000432,CUST000087,Platinum,50000,46820.59,3179.41,2021-08-24,2030-05-18,Active
CARD0000433,CUST000352,Platinum,75000,54647.37,20352.63,2025-08-25,2031-12-25,Active
CARD0000434,CUST000018,Gold,300000,96503.73,203496.27,2024-07-15,2029-10-11,Closed
CARD0000435,CUST000014,Gold,100000,86816.87,13183.13,2020-08-15,2027-11-01,Active
CARD0000436,CUST000569,Classic,50000,39284.53,10715.47,2024-05-13,2028-10-09,Active
CARD0000437,CUST000754,Gold,200000,62503.52,137496.48,2021-08-01,2030-08-28,Closed
CARD0000438,CUST000890,Gold,75000,9650.47,65349.53,2025-09-26,2027-04-14,Closed
CARD0000439,CUST000013,Gold,150000,87000.64,62999.36,2017-07-17,2030-09-29,Active
CARD0000440,CUST000470,Classic,200000,181988.86,18011.14,2017-11-24,2030-10-04,Active
CARD0000441,CUST000702,Platinum,50000,16942.18,33057.82,2023-03-24,2028-03-22,Active
CARD0000442,CUST000730,Business,75000,11210.85,63789.15,2020-07-05,2027-11-22,Active
CARD0000443,CUST000181,Platinum,300000,274546.36,25453.64,2023-10-21,2028-01-17,Active
CARD0000444,CUST000284,Platinum,150000,105978.3,44021.7,2022-12-09,2028-01-05,Active
CARD0000445,CUST000163,Signature,200000,92874.91,107125.09,2017-03-14,2028-03-29,Active
CARD0000446,CUST000151,Gold,500000,67742.98,432257.02,2024-02-14,2028-03-16,Blocked
CARD0000447,CUST000611,Business,75000,56626.06,18373.94,2025-09-17,2031-12-19,Active
CARD0000448,CUST000765,Platinum,50000,5937.51,44062.49,2019-09-05,2027-07-04,Active
CARD0000449,CUST000269,Gold,500000,239877.39,260122.61,2025-12-18,2031-05-12,Active
CARD0000450,CUST000285,Signature,50000,36412.55,13587.45,2019-03-19,2028-06-09,Active
CARD0000451,CUST000516,Business,150000,70572.27,79427.73,2021-09-18,2029-04-14,Active
CARD0000452,CUST000256,Gold,100000,75610.63,24389.37,2023-04-18,2027-04-20,Active
CARD0000453,CUST000323,Classic,150000,33009.74,116990.26,2025-03-24,2027-11-17,Active
CARD0000454,CUST000410,Gold,200000,111227.3,88772.7,2023-11-03,2030-10-11,Active
CARD0000455,CUST000379,Signature,200000,194194.86,5805.14,2021-04-20,2031-03-02,Active
CARD0000456,CUST000640,Gold,300000,230582.47,69417.53,2021-11-11,2029-07-06,Active
CARD0000457,CUST000472,Business,500000,424739.31,75260.69,2018-12-20,2029-04-23,Active
CARD0000458,CUST000271,Signature,200000,31271.83,168728.17,2022-10-28,2028-03-12,Active
CARD0000459,CUST000925,Business,300000,61638.87,238361.13,2020-11-12,2031-01-08,Active
CARD0000460,CUST000981,Classic,150000,129423.83,20576.17,2023-07-01,2027-04-10,Active
CARD0000461,CUST000610,Classic,500000,99454.79,400545.21,2019-03-16,2030-12-25,Active
CARD0000462,CUST000300,Business,75000,9931.52,65068.48,2018-10-18,2031-02-02,Active
CARD0000463,CUST000225,Classic,50000,41706.21,8293.79,2017-01-30,2029-12-14,Active
CARD0000464,CUST000451,Business,50000,37214.65,12785.35,2024-02-03,2029-02-05,Blocked
CARD0000465,CUST000633,Signature,300000,185254.86,114745.14,2026-04-09,2028-01-27,Active
CARD0000466,CUST000208,Signature,200000,111493.86,88506.14,2023-10-27,2031-05-13,Active
CARD0000467,CUST000666,Gold,200000,164981.09,35018.91,2018-01-12,2029-01-25,Active
CARD0000468,CUST000791,Signature,500000,440623.17,59376.83,2017-09-26,2031-11-12,Blocked
CARD0000469,CUST000153,Business,500000,231254.25,268745.75,2019-08-09,2027-08-18,Blocked
CARD0000470,CUST000323,Platinum,200000,65311.33,134688.67,2022-04-23,2027-03-17,Active
CARD0000471,CUST000094,Classic,100000,46857.39,53142.61,2024-11-11,2031-08-20,Active
CARD0000472,CUST000463,Platinum,75000,39572.19,35427.81,2025-07-15,2029-07-06,Expired
CARD0000473,CUST000782,Classic,200000,144073.8,55926.2,2023-10-04,2029-09-13,Active
CARD0000474,CUST000143,Signature,500000,232430.92,267569.08,2017-12-04,2028-04-18,Active
CARD0000475,CUST000737,Signature,300000,193074.98,106925.02,2021-09-20,2029-08-11,Active
CARD0000476,CUST000775,Classic,200000,21845.32,178154.68,2018-12-10,2031-04-21,Blocked
CARD0000477,CUST000483,Business,100000,23440.68,76559.32,2023-02-10,2030-01-13,Active
CARD0000478,CUST000881,Classic,75000,33067.5,41932.5,2021-11-03,2030-09-06,Active
CARD0000479,CUST000538,Business,150000,89225.47,60774.53,2021-11-23,2031-09-22,Expired
CARD0000480,CUST000689,Business,300000,59513.23,240486.77,2021-06-18,2029-04-25,Active
CARD0000481,CUST000620,Classic,200000,36574.12,163425.88,2022-10-12,2027-07-13,Active
CARD0000482,CUST000719,Gold,200000,73181.99,126818.01,2021-04-17,2031-08-20,Active
CARD0000483,CUST000299,Gold,75000,34413.37,40586.63,2020-07-08,2030-04-21,Active
CARD0000484,CUST000052,Classic,200000,71500.98,128499.02,2022-11-18,2028-02-28,Active
CARD0000485,CUST000487,Platinum,150000,89054.32,60945.68,2021-12-22,2030-03-29,Active
CARD0000486,CUST000999,Business,500000,125638.89,374361.11,2025-07-31,2030-10-09,Active
CARD0000487,CUST000983,Gold,200000,159595.31,40404.69,2017-03-22,2030-09-21,Active
CARD0000488,CUST000195,Gold,75000,50774.73,24225.27,2023-06-04,2030-07-28,Active
CARD0000489,CUST000811,Business,50000,7169.52,42830.48,2017-11-30,2030-07-06,Active
CARD0000490,CUST000680,Platinum,150000,62432.86,87567.14,2024-07-06,2028-03-16,Active
CARD0000491,CUST000501,Business,75000,27840.57,47159.43,2024-09-11,2031-02-04,Blocked
CARD0000492,CUST000754,Business,75000,74497.35,502.65,2018-12-18,2029-10-06,Active
CARD0000493,CUST000279,Gold,500000,174016.06,325983.94,2022-07-29,2029-08-18,Active
CARD0000494,CUST000650,Signature,50000,18797.07,31202.93,2024-11-29,2028-12-15,Active
CARD0000495,CUST000064,Business,200000,43269.26,156730.74,2020-09-26,2030-07-19,Active
CARD0000496,CUST000057,Classic,75000,41737.02,33262.98,2018-12-22,2028-02-08,Active
CARD0000497,CUST000787,Platinum,150000,135296.31,14703.69,2017-12-07,2027-03-30,Active
CARD0000498,CUST000418,Business,150000,37594.21,112405.79,2021-07-28,2027-09-07,Active
CARD0000499,CUST000614,Business,50000,28570.94,21429.06,2022-03-06,2029-07-28,Active
CARD0000500,CUST000933,Business,300000,154246.99,145753.01,2023-01-10,2031-10-20,Active
CARD0000501,CUST000896,Classic,150000,61476.78,88523.22,2021-03-14,2031-12-08,Active
CARD0000502,CUST000793,Platinum,300000,230834.69,69165.31,2017-06-03,2028-10-02,Active
CARD0000503,CUST000909,Classic,100000,71813.77,28186.23,2018-01-05,2029-07-17,Active
CARD0000504,CUST000506,Business,200000,75948.82,124051.18,2021-05-05,2031-04-10,Active
CARD0000505,CUST000594,Gold,150000,70907.83,79092.17,2025-03-04,2029-02-25,Active
CARD0000506,CUST000172,Business,200000,117269.3,82730.7,2024-02-25,2029-10-28,Blocked
CARD0000507,CUST000276,Gold,150000,110207.26,39792.74,2024-06-16,2031-03-17,Active
CARD0000508,CUST000832,Business,150000,139286.85,10713.15,2023-05-15,2028-06-21,Active
CARD0000509,CUST000444,Platinum,500000,282113.98,217886.02,2025-11-06,2031-08-18,Expired
CARD0000510,CUST000472,Business,500000,469975.9,30024.1,2021-08-23,2027-07-07,Active
CARD0000511,CUST000235,Platinum,500000,92166.45,407833.55,2023-11-10,2031-09-16,Active
CARD0000512,CUST000403,Gold,150000,99407.09,50592.91,2021-01-02,2028-11-03,Closed
CARD0000513,CUST000864,Signature,500000,74378.21,425621.79,2020-08-28,2028-01-18,Active
CARD0000514,CUST000906,Business,200000,36502.87,163497.13,2022-06-02,2028-07-20,Blocked
CARD0000515,CUST000194,Platinum,75000,19595.48,55404.52,2019-04-11,2028-12-30,Active
CARD0000516,CUST000844,Gold,150000,138557.91,11442.09,2022-05-29,2030-11-05,Blocked
CARD0000517,CUST000094,Classic,300000,213310.47,86689.53,2019-01-22,2028-09-21,Active
CARD0000518,CUST000360,Platinum,300000,237804.63,62195.37,2024-12-19,2031-01-15,Active
CARD0000519,CUST000697,Platinum,100000,15508.39,84491.61,2023-05-01,2030-06-13,Active
CARD0000520,CUST000085,Classic,150000,39875.89,110124.11,2017-01-11,2027-08-10,Active
CARD0000521,CUST000526,Classic,50000,33732.15,16267.85,2025-11-30,2031-09-10,Active
CARD0000522,CUST000431,Business,200000,144347.56,55652.44,2017-10-26,2027-08-31,Active
CARD0000523,CUST000065,Gold,150000,29174.71,120825.29,2017-05-20,2027-12-31,Active
CARD0000524,CUST000497,Platinum,500000,81821.88,418178.12,2023-07-02,2031-07-15,Active
CARD0000525,CUST000129,Platinum,100000,14585.06,85414.94,2017-08-23,2028-04-16,Active
CARD0000526,CUST000623,Gold,300000,89373.0,210627.0,2017-06-29,2029-06-25,Active
CARD0000527,CUST000942,Platinum,50000,44056.9,5943.1,2019-08-16,2031-08-23,Active
CARD0000528,CUST000376,Classic,150000,141947.39,8052.61,2023-04-12,2030-06-02,Active
CARD0000529,CUST000746,Gold,150000,45607.99,104392.01,2019-09-21,2031-09-15,Active
CARD0000530,CUST000593,Gold,75000,14577.42,60422.58,2023-08-09,2027-02-17,Active
CARD0000531,CUST000381,Classic,500000,247091.47,252908.53,2024-05-30,2027-02-27,Active
CARD0000532,CUST000307,Platinum,50000,17082.56,32917.44,2024-09-29,2030-03-16,Active
CARD0000533,CUST000862,Gold,300000,116431.3,183568.7,2025-08-12,2030-11-16,Blocked
CARD0000534,CUST000220,Gold,75000,72347.77,2652.23,2022-04-18,2029-12-18,Blocked
CARD0000535,CUST000252,Gold,50000,44961.0,5039.0,2025-05-28,2027-06-03,Active
CARD0000536,CUST000957,Gold,150000,85468.31,64531.69,2020-01-06,2030-11-21,Active
CARD0000537,CUST000518,Business,300000,229536.68,70463.32,2020-09-17,2028-07-11,Active
CARD0000538,CUST000524,Platinum,50000,27951.96,22048.04,2018-11-20,2028-07-21,Active
CARD0000539,CUST000383,Signature,50000,38580.54,11419.46,2024-03-09,2028-07-08,Active
CARD0000540,CUST000661,Platinum,50000,49698.73,301.27,2017-02-13,2030-03-13,Active
CARD0000541,CUST000829,Business,75000,74019.37,980.63,2025-10-16,2029-02-16,Expired
CARD0000542,CUST000463,Signature,100000,86488.8,13511.2,2024-02-24,2030-07-12,Active
CARD0000543,CUST000028,Classic,50000,24517.98,25482.02,2019-10-01,2029-02-24,Active
CARD0000544,CUST000674,Platinum,50000,41692.78,8307.22,2024-03-05,2029-03-05,Active
CARD0000545,CUST000588,Business,500000,468176.1,31823.9,2022-07-17,2029-05-19,Active
CARD0000546,CUST000947,Signature,100000,31017.04,68982.96,2018-01-29,2030-12-25,Expired
CARD0000547,CUST000654,Business,200000,161871.98,38128.02,2019-11-03,2031-12-29,Active
CARD0000548,CUST000386,Signature,75000,43128.93,31871.07,2021-04-06,2030-01-18,Active
CARD0000549,CUST000884,Gold,500000,325742.11,174257.89,2023-12-29,2027-09-02,Active
CARD0000550,CUST000122,Platinum,100000,26981.45,73018.55,2022-02-14,2029-07-30,Active
CARD0000551,CUST000673,Platinum,50000,37340.4,12659.6,2025-03-03,2029-07-18,Active
CARD0000552,CUST000189,Platinum,100000,88611.63,11388.37,2025-01-15,2030-10-23,Active
CARD0000553,CUST000534,Signature,150000,22970.98,127029.02,2025-08-21,2030-10-17,Closed
CARD0000554,CUST000857,Signature,300000,198146.66,101853.34,2021-08-02,2031-09-16,Active
CARD0000555,CUST000406,Platinum,75000,12015.88,62984.12,2017-12-06,2031-08-04,Active
CARD0000556,CUST000066,Signature,75000,57488.15,17511.85,2021-03-26,2030-10-09,Active
CARD0000557,CUST000255,Gold,100000,51846.36,48153.64,2022-11-19,2030-04-26,Closed
CARD0000558,CUST000015,Platinum,300000,259379.87,40620.13,2025-12-09,2027-05-04,Active
CARD0000559,CUST000209,Business,500000,280449.22,219550.78,2025-09-14,2028-09-29,Active
CARD0000560,CUST000450,Business,150000,144238.89,5761.11,2022-02-15,2029-12-03,Active
CARD0000561,CUST000414,Signature,75000,11732.8,63267.2,2020-01-07,2030-08-01,Active
CARD0000562,CUST000754,Gold,100000,30569.94,69430.06,2021-05-10,2028-05-24,Active
CARD0000563,CUST000517,Gold,75000,29534.3,45465.7,2020-11-09,2031-04-04,Expired
CARD0000564,CUST000544,Platinum,300000,286795.1,13204.9,2020-09-13,2027-10-26,Active
CARD0000565,CUST000076,Gold,50000,38683.77,11316.23,2023-09-30,2029-08-20,Active
CARD0000566,CUST000990,Platinum,500000,95368.27,404631.73,2018-11-14,2030-09-11,Active
CARD0000567,CUST000414,Business,50000,9668.68,40331.32,2022-05-05,2030-10-09,Active
CARD0000568,CUST000709,Gold,75000,52970.9,22029.1,2022-03-16,2028-04-11,Active
CARD0000569,CUST000857,Business,50000,47909.38,2090.62,2021-02-14,2028-12-18,Active
CARD0000570,CUST000379,Gold,50000,23194.89,26805.11,2025-07-11,2027-08-06,Active
CARD0000571,CUST000132,Gold,50000,26424.27,23575.73,2022-12-25,2030-07-26,Active
CARD0000572,CUST000875,Platinum,100000,65272.76,34727.24,2020-02-11,2027-10-23,Active
CARD0000573,CUST000609,Signature,100000,58215.36,41784.64,2024-08-21,2031-03-08,Active
CARD0000574,CUST000877,Platinum,100000,48929.96,51070.04,2023-06-28,2028-10-08,Active
CARD0000575,CUST000044,Platinum,50000,8528.81,41471.19,2025-09-05,2031-06-17,Active
CARD0000576,CUST000542,Gold,500000,87126.6,412873.4,2022-05-29,2029-03-05,Active
CARD0000577,CUST000625,Signature,150000,106576.49,43423.51,2019-04-14,2031-01-09,Active
CARD0000578,CUST000476,Business,200000,147597.14,52402.86,2025-01-19,2031-12-06,Closed
CARD0000579,CUST000820,Classic,300000,292151.62,7848.38,2023-01-25,2028-03-16,Active
CARD0000580,CUST000771,Platinum,500000,279195.62,220804.38,2019-03-21,2031-07-04,Active
CARD0000581,CUST000375,Gold,75000,34022.48,40977.52,2022-01-04,2029-09-28,Active
CARD0000582,CUST000577,Business,500000,337913.73,162086.27,2019-10-17,2028-05-09,Active
CARD0000583,CUST000930,Gold,150000,21972.13,128027.87,2021-05-25,2027-07-06,Blocked
CARD0000584,CUST000277,Signature,150000,70754.35,79245.65,2023-03-10,2027-07-16,Active
CARD0000585,CUST000786,Gold,100000,66169.38,33830.62,2022-01-18,2027-03-28,Active
CARD0000586,CUST000684,Platinum,75000,17877.99,57122.01,2017-04-12,2031-12-15,Active
CARD0000587,CUST000105,Business,200000,175889.74,24110.26,2017-08-20,2029-12-26,Active
CARD0000588,CUST000259,Signature,500000,431468.13,68531.87,2022-03-12,2030-01-27,Active
CARD0000589,CUST000112,Signature,150000,124425.93,25574.07,2017-10-19,2030-12-06,Closed
